A2LD1,ATP5G1,BRP44,C16orf93,CD34,MAP3K1,PCSK91,PPP1R12C-Exon2,TPH22,XRCC6
A2LD1,3.32277544705048,7.12059227318557,7.46781987194977,8.16513415559608,8.75550667681221,8.6680499334265,7.92781115350728,7.1957446741434,6.63408406404497,7.67236418552305
ATP5G1,7.4806425336271,6.58462827389271,8.44061360671122,8.99079040241046,8.0051613973499,7.51650243452613,7.73454168064869,7.84860012564569,7.23457260469111,7.77689967598736
BRP44,6.55286558378268,6.58664051949348,6.4716743334136,7.99461767816982,7.81052178152858,8.0994889071203,7.37144106204551,7.29524775123134,5.1735481306014,7.51699233966834
C16orf93,8.37643870850593,7.03745136262258,8.25849551869341,9.73586793699253,8.2666344170877,8.64743251678021,7.17968690780233,8.65531455496315,7.72605426126965,6.79595977498475
CD34,9.01533749752925,9.16010671562387,9.74438825572131,11.1353416306823,2.75247941557736,4.50236712152086,9.41485048429278,10.4084042329404,10.1247266021862,9.59364967682964
MAP3K1,7.89199909082137,7.37463326394662,8.55601842061834,9.93193239271226,5.04268033573308,4.20813821241309,8.37724656045642,8.85739216927222,8.41359761145896,7.99693637563151
PCSK91,8.33972524401659,8.13278744520693,9.11372012701126,10.2392902878482,8.97628365235988,9.09016557367918,2.82842093190874,9.67167903786307,7.46543021453271,5.53646445165364
PPP1R12C-Exon2,7.14764362420635,7.84297888617406,8.39815750621615,9.63094486879531,7.61776319110494,7.49798143137416,8.98534721252378,7.98804103247986,8.24251354587541,8.63989379130024
TPH22,7.64732317602049,6.56622709898462,7.49125172761377,8.62898155590947,8.3344489031666,8.16654501524048,7.05396242964242,8.140832974323,4.52667054825294,7.83842200090828
XRCC6,7.69451069662435,8.24287949160275,9.17492626268521,10.6460584142829,9.62100728618138,9.57793190742861,6.14900854192344,9.29165512838555,8.89126312744798,5.50935818281239
