other_left_mutations,no_rightinout_indicators,multiple_outout_indicators,has_outout_rc_indicators,is_nearly_leftinout_ki,both_inout_indicators,is_treated,RIGHT_IMPRECISE_KNOCK_IN,OTHERS,no_leftinout_rc_indicators,is_perfect_ki_has_rightinout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,rightonly_rc_inout_indicators,LEFT_PRECISE_KNOCK_IN,no_rightinout_rc_indicators,other_left_rc_mutations,RIGHT_OTHER_MUATIONS,IMPRECISE_KNOCK_IN,has_outout_no_indicators,overall_edited_insertion,right_imperfect_ki_complex,LEFT_OTHER_MUATIONS,no_outout_indicators,both_rc_inout_indicators,other_right_mutations,is_nearly_rightinout_ki,overall_edited_deletion,right_nearly_ki,has_outout_reversible_indicators,left_imperfect_ki_complex,has_multi_leftinout_indicators,donor_insertion,DELETION_EDITING,SUBSTITUTION_EDITING,leftonly_rc_inout_indicators,other_right_rc_mutations,has_edited_fragment_seq_in_other,right_nhej_ki,LEFT_NO_DETECTED,is_perfect_ki_has_leftinout_indicators,left_perfect_ki,RIGHT_PRECISE_KNOCK_IN,INSERT_EDITING,is_nonspecific_outout_indicators,right_perfect_ki,right_rc_nhej_ki,has_leftinout_indicators,untreated,RIGHT_NO_DETECTED,PRECISE_KNOCK_IN,left_rc_nhej_ki,right_rc_imperfect_ki_complex,left_nearly_ki,is_untreated,has_rightinout_indicators,is_perfect_outout_ki,has_outout_any_indicators,left_rc_imperfect_ki_complex,overall_edited_substitution,leftonly_inout_indicators,rightonly_inout_indicators,has_outout_indicators,no_leftinout_indicators,LEFT_IMPRECISE_KNOCK_IN,has_multi_rightinout_indicators,UNTREATED,total,no_inout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,left_nhej_ki,unexpected_mutations
0,2541,0,2317,0,0,2181,0,224,2541,0,0,0,0,2541,0,0,0,224,225,0,0,224,0,0,0,1955,0,0,0,0,0,1955,1,0,0,0,0,2541,0,0,0,225,0,0,0,0,136,2541,0,0,0,0,136,0,0,2317,0,1,0,0,0,2541,0,0,136,2541,2317,0,0,0
