SUBSTITUTION_EDITING,no_leftinout_indicators,right_nearly_ki,both_rc_inout_indicators,has_outout_no_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,is_treated,rightonly_inout_indicators,is_perfect_outout_ki,is_perfect_ki_has_rightinout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,OTHERS,LEFT_OTHER_MUATIONS,left_imperfect_ki_complex,LEFT_PRECISE_KNOCK_IN,other_right_mutations,untreated,leftonly_inout_indicators,no_outout_indicators,left_rc_nhej_ki,both_inout_indicators,other_left_rc_mutations,UNTREATED,RIGHT_NO_DETECTED,INSERT_EDITING,leftonly_rc_inout_indicators,is_perfect_ki_has_leftinout_indicators,other_left_mutations,is_untreated,has_leftinout_indicators,right_rc_imperfect_ki_complex,RIGHT_OTHER_MUATIONS,has_edited_fragment_seq_in_other,no_leftinout_rc_indicators,other_right_rc_mutations,has_outout_any_indicators,is_nearly_rightinout_ki,no_rightinout_rc_indicators,LEFT_NO_DETECTED,left_rc_imperfect_ki_complex,RIGHT_PRECISE_KNOCK_IN,donor_insertion,has_rightinout_indicators,LEFT_IMPRECISE_KNOCK_IN,left_nearly_ki,left_nhej_ki,right_perfect_ki,rightonly_rc_inout_indicators,IMPRECISE_KNOCK_IN,multiple_outout_indicators,has_multi_rightinout_indicators,no_rightinout_indicators,right_imperfect_ki_complex,RIGHT_IMPRECISE_KNOCK_IN,unexpected_mutations,total,overall_edited_deletion,right_nhej_ki,overall_edited_insertion,DELETION_EDITING,PRECISE_KNOCK_IN,no_inout_indicators,has_multi_leftinout_indicators,has_outout_rc_indicators,is_nearly_leftinout_ki,overall_edited_substitution,left_perfect_ki,is_nonspecific_outout_indicators,has_outout_reversible_indicators,has_outout_indicators,right_rc_nhej_ki
0,1405,0,0,227,0,955,0,1,0,0,227,0,0,0,0,223,0,227,0,0,0,223,1405,384,0,0,0,223,0,0,0,0,1405,0,1178,0,1405,1405,0,0,0,0,0,0,0,0,0,0,0,0,1405,0,0,0,1405,571,0,384,571,0,1178,0,1178,0,0,0,0,0,0,0
