overall_edited_deletion,is_nearly_leftinout_ki,is_untreated,overall_edited_substitution,SUBSTITUTION_EDITING,no_leftinout_rc_indicators,IMPRECISE_KNOCK_IN,DELETION_EDITING,both_inout_indicators,has_outout_any_indicators,leftonly_inout_indicators,leftonly_rc_inout_indicators,rightonly_inout_indicators,has_outout_rc_indicators,RIGHT_IMPRECISE_KNOCK_IN,left_rc_imperfect_ki_complex,is_perfect_ki_has_leftinout_indicators,RIGHT_OTHER_MUATIONS,OTHERS,UNTREATED,other_left_rc_mutations,left_nhej_ki,is_nearly_rightinout_ki,is_perfect_outout_ki,total,LEFT_OTHER_MUATIONS,right_nearly_ki,LEFT_NO_DETECTED,left_perfect_ki,both_rc_inout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,is_treated,overall_edited_insertion,has_multi_rightinout_indicators,RIGHT_PRECISE_KNOCK_IN,right_nhej_ki,has_rightinout_indicators,has_outout_reversible_indicators,has_outout_no_indicators,right_imperfect_ki_complex,has_outout_indicators,donor_insertion,left_nearly_ki,other_right_rc_mutations,left_imperfect_ki_complex,has_multi_leftinout_indicators,no_rightinout_indicators,right_rc_nhej_ki,LEFT_IMPRECISE KNOCK_IN_COMPLEX,right_rc_imperfect_ki_complex,PRECISE_KNOCK_IN,RIGHT_NO_DETECTED,no_inout_indicators,no_outout_indicators,left_rc_nhej_ki,untreated,other_left_mutations,no_leftinout_indicators,LEFT_PRECISE_KNOCK_IN,is_perfect_ki_has_rightinout_indicators,has_leftinout_indicators,rightonly_rc_inout_indicators,LEFT_IMPRECISE_KNOCK_IN,other_right_mutations,no_rightinout_rc_indicators,INSERT_EDITING,right_perfect_ki,multiple_outout_indicators,has_edited_fragment_seq_in_other,is_nonspecific_outout_indicators,unexpected_mutations
29481,0,1508,0,0,34306,0,29481,0,33086,0,0,0,33086,0,0,0,0,1345,1508,0,0,0,49,34306,0,0,34306,0,0,0,31578,1972,0,0,0,0,0,1220,0,0,0,0,0,0,0,34306,0,0,0,0,34306,33086,1220,0,1508,0,34306,0,0,0,0,0,0,34306,1972,0,0,0,0,125
