V1
:10D,149
:10D:mh2,67
:11D,194
:11D:mh1,67
:12D,67
:12D:mh1,363
:12D:mh3,1044
:13D,571
:13D:mh1,319
:14D,33
:14D:mh2,122
:15D,140
:16D,34
:16D:mh1,467
:16D:mh3,305
:16D:mh5,1073
:17D:mh1,135
:17D:mh3,302
:18D,79
:18D:mh1,48
:18D:mh2,45
:19D,177
:1D,768
:1D:mh1,1626
:1I:A,80
:1I:G,2
:1I:K,4
:1I:M,760
:1I:T,15228
:20D,142
:20D:mh2,42
:21D,64
:21D:mh3,32
:23D,58
:23D:mh3,68
:24D:mh1,41
:24D:mh2,162
:25D,4
:25D:mh2,64
:25D:mh3,1
:26D,67
:27D,42
:27D:mh1,1
:28D:mh1,62
:2D,1026
:32D,157
:36D,11
:3D,385
:3D:mh1,414
:42D,50
:47D,60
:4D,29
:4D:mh1,943
:4D:mh3,541
:52D,1
:54D,42
:5D,345
:5D:mh1,267
:6D,1192
:7D,371
:7D:mh3,380
:8D,146
:8D:mh1,1006
:9D,477
:9D:mh1,83
:9D:mh2,102
:9D:mh3,1162
