no_leftinout_rc_indicators,left_nhej_ki,total,is_treated,leftonly_inout_indicators,no_rightinout_indicators,has_rightinout_indicators,is_untreated,other_right_mutations,has_outout_rc_indicators,left_nearly_ki,no_rightinout_rc_indicators,PRECISE_KNOCK_IN,no_inout_indicators,LEFT_IMPRECISE_KNOCK_IN,RIGHT_OTHER_MUATIONS,overall_edited_insertion,LEFT_OTHER_MUATIONS,is_perfect_ki_has_leftinout_indicators,has_outout_no_indicators,SUBSTITUTION_EDITING,OTHERS,UNTREATED,has_multi_rightinout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,rightonly_inout_indicators,rightonly_rc_inout_indicators,is_perfect_outout_ki,right_imperfect_ki_complex,left_imperfect_ki_complex,left_rc_imperfect_ki_complex,LEFT_IMPRECISE KNOCK_IN_COMPLEX,unexpected_mutations,other_left_mutations,IMPRECISE_KNOCK_IN,RIGHT_IMPRECISE_KNOCK_IN,no_outout_indicators,untreated,has_outout_any_indicators,right_rc_imperfect_ki_complex,right_nearly_ki,is_nonspecific_outout_indicators,overall_edited_substitution,RIGHT_PRECISE_KNOCK_IN,right_rc_nhej_ki,right_perfect_ki,DELETION_EDITING,multiple_outout_indicators,LEFT_PRECISE_KNOCK_IN,has_leftinout_indicators,is_nearly_rightinout_ki,has_outout_indicators,is_perfect_ki_has_rightinout_indicators,both_rc_inout_indicators,other_left_rc_mutations,other_right_rc_mutations,has_outout_reversible_indicators,leftonly_rc_inout_indicators,left_perfect_ki,no_leftinout_indicators,overall_edited_deletion,RIGHT_NO_DETECTED,INSERT_EDITING,left_rc_nhej_ki,right_nhej_ki,has_edited_fragment_seq_in_other,is_nearly_leftinout_ki,has_multi_leftinout_indicators,LEFT_NO_DETECTED,donor_insertion,both_inout_indicators
17636,0,17636,9943,0,17636,0,6904,0,0,0,17636,0,16847,0,0,1144,0,0,789,277,789,6904,0,0,0,0,0,0,0,0,0,0,0,0,0,789,6904,16847,0,0,0,277,0,0,0,8522,0,0,0,0,16847,0,0,0,0,0,0,0,17636,8522,17636,1144,0,0,0,0,0,17636,0,0
