,Aligned_Sequence,Reference_Sequence,NHEJ,UNMODIFIED,HDR,n_deleted,n_inserted,n_mutated,#Reads,%Reads,has_outout_indicators,has_outout_rc_indicators,is_nonspecific_outout_indicators,OutOut_Aligned_Sequence,is_untreated,outout_left_match_len,outout_right_match_len,outout_insert_start_point,outout_insert_end_point,outout_outleft_align_score,outout_outright_align_score,is_len_perfect_outout_ki,is_perfect_outout_ki,has_leftinout_indicators,Leftside_InOut_Aligned_Sequence,has_multi_leftinout_indicators,has_rightinout_indicators,Rightside_InOut_Aligned_Sequence,has_multi_rightinout_indicators,has_rc_leftinout_indicators,RC_Leftside_InOut_Aligned_Sequence,has_multi_rc_leftinout_indicators,has_rc_rightinout_indicators,RC_Rightside_InOut_Aligned_Sequence,has_multi_rc_rightinout_indicators,leftinout_left_match_len,leftinout_right_match_len,leftinout_insert_start_point,leftinout_insert_end_point,leftinout_outleft_align_score,leftinout_outright_align_score,is_nearly_leftinout_ki,rightinout_left_match_len,rightinout_right_match_len,rightinout_insert_start_point,rightinout_insert_end_point,rightinout_outleft_align_score,rightinout_outright_align_score,is_nearly_rightinout_ki,whole_classification_label,can_scan_leftjunction,is_left_nhej_ki,is_left_imperfect_ki_complex,left_classification_label,can_scan_rightjunction,is_right_nhej_ki,is_right_imperfect_ki_complex,right_classification_label,can_scan_left_rc_junction,is_left_rc_nhej_ki,is_left_rc_imperfect_ki_complex,left_rc_classification_label,can_scan_right_rc_junction,is_right_rc_nhej_ki,is_right_rc_imperfect_ki_complex,right_rc_classification_label,is_targetsite_edited,is_overall_edited_substitution,is_overall_edited_insertion,is_overall_edited_deletion,mutation_classification_label,global_left_classification_label,global_right_classification_label,global_outout_classification_label,has_edited_fragment_seq_in_other,CRISPResso_reclassification_labels
0,A,A,False,False,False,0,0,0,0,0,False,False,False,,,0,0,0,0,0,0,False,False,False,,False,False,,False,False,,False,False,,False,0,0,0,0,0,0,False,0,0,0,0,0,0,False,no_outout_indicators,False,False,False,no_leftinout_indicators,False,False,False,no_rightinout_indicators,False,False,False,no_leftinout_rc_indicators,False,False,False,no_rightinout_rc_indicators,False,False,False,False,unidentified,LEFT_NO_DETECTED,RIGHT_NO_DETECTED,OTHERS,False,Unclassified
