is_nearly_leftinout_ki,RIGHT_PRECISE_KNOCK_IN,right_rc_imperfect_ki_complex,PRECISE_KNOCK_IN,has_outout_indicators,left_rc_imperfect_ki_complex,right_rc_nhej_ki,overall_edited_deletion,donor_insertion,no_leftinout_indicators,is_perfect_ki_has_leftinout_indicators,has_outout_any_indicators,other_right_mutations,has_rightinout_indicators,is_treated,left_nearly_ki,no_outout_indicators,SUBSTITUTION_EDITING,OTHERS,left_rc_nhej_ki,LEFT_IMPRECISE_KNOCK_IN,multiple_outout_indicators,UNTREATED,unexpected_mutations,has_edited_fragment_seq_in_other,RIGHT_IMPRECISE_KNOCK_IN,has_multi_rightinout_indicators,rightonly_rc_inout_indicators,has_multi_leftinout_indicators,leftonly_inout_indicators,is_nonspecific_outout_indicators,right_nearly_ki,overall_edited_insertion,LEFT_PRECISE_KNOCK_IN,LEFT_OTHER_MUATIONS,IMPRECISE_KNOCK_IN,LEFT_NO_DETECTED,no_inout_indicators,other_left_mutations,no_leftinout_rc_indicators,total,RIGHT_NO_DETECTED,LEFT_IMPRECISE KNOCK_IN_COMPLEX,has_outout_reversible_indicators,has_outout_rc_indicators,left_nhej_ki,right_perfect_ki,is_nearly_rightinout_ki,has_outout_no_indicators,is_perfect_ki_has_rightinout_indicators,leftonly_rc_inout_indicators,left_imperfect_ki_complex,left_perfect_ki,other_left_rc_mutations,has_leftinout_indicators,no_rightinout_indicators,right_imperfect_ki_complex,untreated,both_inout_indicators,other_right_rc_mutations,DELETION_EDITING,right_nhej_ki,no_rightinout_rc_indicators,overall_edited_substitution,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,rightonly_inout_indicators,is_untreated,is_perfect_outout_ki,INSERT_EDITING,both_rc_inout_indicators,RIGHT_OTHER_MUATIONS
0,0,0,0,0,0,0,18414,0,29819,0,29514,0,0,24062,0,305,0,305,0,0,0,5452,0,0,0,0,0,0,0,0,0,5648,0,0,0,29819,29514,0,29819,29819,29819,0,0,29514,0,0,0,305,0,0,0,0,0,0,29819,0,5452,0,0,18414,0,29819,0,0,0,5452,0,5648,0,0
