overall_edited_substitution,DELETION_EDITING,is_nonspecific_outout_indicators,right_imperfect_ki_complex,is_untreated,no_leftinout_rc_indicators,right_nearly_ki,PRECISE_KNOCK_IN,right_rc_nhej_ki,unexpected_mutations,LEFT_PRECISE_KNOCK_IN,left_perfect_ki,left_nearly_ki,both_rc_inout_indicators,overall_edited_insertion,other_left_mutations,right_perfect_ki,LEFT_OTHER_MUATIONS,has_multi_leftinout_indicators,rightonly_inout_indicators,LEFT_NO_DETECTED,RIGHT_OTHER_MUATIONS,no_rightinout_rc_indicators,left_rc_imperfect_ki_complex,rightonly_rc_inout_indicators,left_rc_nhej_ki,leftonly_rc_inout_indicators,other_right_rc_mutations,right_rc_imperfect_ki_complex,donor_insertion,has_outout_indicators,INSERT_EDITING,IMPRECISE_KNOCK_IN,has_outout_no_indicators,no_outout_indicators,has_outout_rc_indicators,is_perfect_ki_has_leftinout_indicators,leftonly_inout_indicators,has_leftinout_indicators,is_nearly_rightinout_ki,no_rightinout_indicators,other_right_mutations,LEFT_IMPRECISE_KNOCK_IN,OTHERS,untreated,other_left_rc_mutations,no_leftinout_indicators,multiple_outout_indicators,both_inout_indicators,overall_edited_deletion,RIGHT_PRECISE_KNOCK_IN,UNTREATED,has_edited_fragment_seq_in_other,is_treated,SUBSTITUTION_EDITING,is_perfect_ki_has_rightinout_indicators,left_nhej_ki,has_rightinout_indicators,total,has_multi_rightinout_indicators,RIGHT_IMPRECISE_KNOCK_IN,is_nearly_leftinout_ki,has_outout_reversible_indicators,has_outout_any_indicators,is_perfect_outout_ki,left_imperfect_ki_complex,no_inout_indicators,right_nhej_ki,RIGHT_NO_DETECTED,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,LEFT_IMPRECISE KNOCK_IN_COMPLEX
91,17824,1,0,8017,49338,0,0,0,0,0,0,0,0,21437,0,0,0,0,0,49338,0,49338,0,0,0,0,0,0,0,0,21437,0,1968,1968,47370,0,0,0,0,49338,0,0,1969,8017,0,49338,1,0,17824,0,8017,0,39353,91,0,0,0,49338,0,0,0,0,47370,0,0,47369,0,49338,0,0
