right_perfect_ki,has_outout_no_indicators,leftonly_rc_inout_indicators,is_treated,other_right_mutations,other_right_rc_mutations,DELETION_EDITING,no_rightinout_rc_indicators,RIGHT_OTHER_MUATIONS,both_inout_indicators,has_outout_indicators,left_imperfect_ki_complex,has_rightinout_indicators,has_outout_any_indicators,has_leftinout_indicators,has_outout_reversible_indicators,left_rc_imperfect_ki_complex,right_nhej_ki,other_left_mutations,overall_edited_insertion,multiple_outout_indicators,leftonly_inout_indicators,is_perfect_ki_has_leftinout_indicators,no_leftinout_indicators,right_rc_nhej_ki,is_nearly_leftinout_ki,donor_insertion,overall_edited_substitution,rightonly_rc_inout_indicators,both_rc_inout_indicators,left_nhej_ki,unexpected_mutations,left_perfect_ki,right_rc_imperfect_ki_complex,is_nonspecific_outout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,no_inout_indicators,INSERT_EDITING,other_left_rc_mutations,no_leftinout_rc_indicators,IMPRECISE_KNOCK_IN,SUBSTITUTION_EDITING,has_multi_leftinout_indicators,right_nearly_ki,is_nearly_rightinout_ki,left_nearly_ki,has_outout_rc_indicators,LEFT_IMPRECISE_KNOCK_IN,untreated,LEFT_OTHER_MUATIONS,RIGHT_PRECISE_KNOCK_IN,left_rc_nhej_ki,is_perfect_outout_ki,no_outout_indicators,RIGHT_IMPRECISE_KNOCK_IN,total,UNTREATED,has_multi_rightinout_indicators,no_rightinout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,has_edited_fragment_seq_in_other,LEFT_PRECISE_KNOCK_IN,is_untreated,is_perfect_ki_has_rightinout_indicators,LEFT_NO_DETECTED,overall_edited_deletion,RIGHT_NO_DETECTED,PRECISE_KNOCK_IN,right_imperfect_ki_complex,OTHERS,rightonly_inout_indicators
0,867,0,13252,0,0,11932,19305,0,0,18438,0,0,18438,0,0,0,0,0,1317,0,0,0,19305,0,0,0,0,0,0,0,3,0,0,0,0,18438,1317,0,19305,0,0,0,0,0,0,0,0,5186,0,0,0,0,867,0,19305,5186,0,19305,0,0,0,5186,0,19305,11932,19305,0,0,870,0
