LEFT_PRECISE_KNOCK_IN,no_inout_indicators,RIGHT_NO_DETECTED,is_perfect_ki_has_leftinout_indicators,unexpected_mutations,multiple_outout_indicators,both_rc_inout_indicators,DELETION_EDITING,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,left_perfect_ki,leftonly_inout_indicators,total,is_treated,donor_insertion,overall_edited_insertion,SUBSTITUTION_EDITING,has_edited_fragment_seq_in_other,no_leftinout_rc_indicators,RIGHT_OTHER_MUATIONS,right_rc_imperfect_ki_complex,left_nhej_ki,is_perfect_ki_has_rightinout_indicators,has_outout_rc_indicators,left_imperfect_ki_complex,LEFT_IMPRECISE_KNOCK_IN,untreated,has_leftinout_indicators,has_multi_leftinout_indicators,right_perfect_ki,right_imperfect_ki_complex,leftonly_rc_inout_indicators,right_nearly_ki,right_nhej_ki,right_rc_nhej_ki,UNTREATED,no_rightinout_rc_indicators,PRECISE_KNOCK_IN,is_nearly_rightinout_ki,has_outout_indicators,overall_edited_deletion,LEFT_OTHER_MUATIONS,is_nearly_leftinout_ki,other_right_mutations,left_rc_nhej_ki,IMPRECISE_KNOCK_IN,LEFT_NO_DETECTED,has_rightinout_indicators,has_outout_any_indicators,has_outout_no_indicators,is_nonspecific_outout_indicators,has_multi_rightinout_indicators,rightonly_rc_inout_indicators,rightonly_inout_indicators,no_leftinout_indicators,left_nearly_ki,has_outout_reversible_indicators,other_left_mutations,INSERT_EDITING,is_perfect_outout_ki,no_outout_indicators,both_inout_indicators,no_rightinout_indicators,is_untreated,overall_edited_substitution,left_rc_imperfect_ki_complex,other_right_rc_mutations,RIGHT_PRECISE_KNOCK_IN,other_left_rc_mutations,OTHERS,LEFT_IMPRECISE KNOCK_IN_COMPLEX,RIGHT_IMPRECISE_KNOCK_IN
0,67078,69102,0,0,0,1,17222,0,0,0,69103,53236,1,35973,40,0,69102,1,0,0,0,67079,0,0,13843,0,0,0,0,0,0,0,0,13843,69102,0,0,0,17222,1,0,0,0,1,69102,0,67079,2024,0,0,0,0,69103,0,0,0,35973,0,2024,0,69103,13843,40,0,1,0,1,2024,0,0
