no_rightinout_indicators,left_nearly_ki,LEFT_NO_DETECTED,both_inout_indicators,SUBSTITUTION_EDITING,multiple_outout_indicators,right_rc_imperfect_ki_complex,right_nhej_ki,has_leftinout_indicators,rightonly_inout_indicators,no_leftinout_indicators,untreated,right_rc_nhej_ki,IMPRECISE_KNOCK_IN,has_outout_rc_indicators,LEFT_PRECISE_KNOCK_IN,has_edited_fragment_seq_in_other,other_left_rc_mutations,leftonly_inout_indicators,is_perfect_ki_has_leftinout_indicators,DELETION_EDITING,has_rightinout_indicators,RIGHT_PRECISE_KNOCK_IN,is_nearly_leftinout_ki,is_treated,is_nonspecific_outout_indicators,right_perfect_ki,left_rc_nhej_ki,right_nearly_ki,left_rc_imperfect_ki_complex,total,other_right_rc_mutations,unexpected_mutations,PRECISE_KNOCK_IN,has_outout_reversible_indicators,is_perfect_outout_ki,is_perfect_ki_has_rightinout_indicators,leftonly_rc_inout_indicators,left_nhej_ki,OTHERS,no_inout_indicators,other_right_mutations,right_imperfect_ki_complex,has_outout_any_indicators,LEFT_IMPRECISE_KNOCK_IN,has_multi_rightinout_indicators,overall_edited_substitution,RIGHT_OTHER_MUATIONS,no_outout_indicators,has_outout_indicators,has_outout_no_indicators,is_nearly_rightinout_ki,donor_insertion,overall_edited_insertion,left_perfect_ki,overall_edited_deletion,LEFT_IMPRECISE KNOCK_IN_COMPLEX,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,both_rc_inout_indicators,UNTREATED,other_left_mutations,left_imperfect_ki_complex,is_untreated,no_leftinout_rc_indicators,LEFT_OTHER_MUATIONS,has_multi_leftinout_indicators,RIGHT_NO_DETECTED,INSERT_EDITING,RIGHT_IMPRECISE_KNOCK_IN,rightonly_rc_inout_indicators,no_rightinout_rc_indicators
3548,0,3548,0,0,0,0,0,0,0,3548,321,0,0,0,0,0,0,0,0,1511,0,0,0,2602,0,0,0,0,0,3548,0,445,0,0,3,0,0,0,1070,2923,0,0,2923,0,0,0,0,625,2923,625,0,0,646,0,1511,0,0,0,321,0,0,321,3548,0,0,3548,646,0,0,3548
