both_rc_inout_indicators,has_outout_rc_indicators,is_nearly_leftinout_ki,left_perfect_ki,has_multi_leftinout_indicators,other_left_rc_mutations,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,right_nearly_ki,LEFT_IMPRECISE KNOCK_IN_COMPLEX,left_nearly_ki,is_perfect_ki_has_leftinout_indicators,rightonly_rc_inout_indicators,is_nonspecific_outout_indicators,is_nearly_rightinout_ki,left_imperfect_ki_complex,untreated,RIGHT_PRECISE_KNOCK_IN,RIGHT_NO_DETECTED,UNTREATED,right_nhej_ki,overall_edited_insertion,LEFT_IMPRECISE_KNOCK_IN,RIGHT_IMPRECISE_KNOCK_IN,leftonly_inout_indicators,no_leftinout_indicators,overall_edited_substitution,is_treated,right_rc_nhej_ki,has_outout_any_indicators,no_leftinout_rc_indicators,is_perfect_outout_ki,left_rc_imperfect_ki_complex,has_rightinout_indicators,leftonly_rc_inout_indicators,has_edited_fragment_seq_in_other,IMPRECISE_KNOCK_IN,DELETION_EDITING,has_outout_indicators,total,donor_insertion,left_nhej_ki,OTHERS,left_rc_nhej_ki,other_right_rc_mutations,other_right_mutations,has_leftinout_indicators,LEFT_OTHER_MUATIONS,has_outout_no_indicators,unexpected_mutations,RIGHT_OTHER_MUATIONS,rightonly_inout_indicators,no_inout_indicators,has_outout_reversible_indicators,no_outout_indicators,LEFT_PRECISE_KNOCK_IN,INSERT_EDITING,PRECISE_KNOCK_IN,right_rc_imperfect_ki_complex,right_imperfect_ki_complex,both_inout_indicators,overall_edited_deletion,SUBSTITUTION_EDITING,is_untreated,LEFT_NO_DETECTED,is_perfect_ki_has_rightinout_indicators,no_rightinout_rc_indicators,no_rightinout_indicators,right_perfect_ki,other_left_mutations,multiple_outout_indicators,has_multi_rightinout_indicators
0,3173,0,0,0,0,0,0,0,0,0,0,0,0,0,472,0,3501,472,0,1572,0,0,0,3501,12,2701,0,3173,3501,0,0,0,0,0,0,1117,0,3501,0,0,328,0,0,0,0,0,328,0,0,0,3173,0,328,0,1572,0,0,0,0,1117,12,472,3501,0,3501,3501,0,0,0,0
