Iteration	Y	var_1	var_2
1.0	0.05942589367779921	0.5488135039273248	0.978618342232764
2.0	0.04887024139863411	0.7151893663724195	0.7991585642167236
3.0	0.05942589367779921	0.6027633760716439	0.46147936225293185
4.0	0.05942589367779921	0.5448831829968969	0.7805291762864555
5.0	0.05942589367779921	0.4236547993389047	0.11827442586893322
6.0	0.05942589367779921	0.6458941130666561	0.6399210213275238
7.0	0.05942589367779921	0.4375872112626925	0.1433532874090464
8.0	0.04887024139863411	0.8917730007820798	0.9446689170495839
9.0	0.05942589367779921	0.9636627605010293	0.5218483217500717
10.0	0.05942589367779921	0.3834415188257777	0.4146619399905236
11.0	0.05942589367779921	0.7917250380826646	0.26455561210462697
12.0	0.05942589367779921	0.5288949197529045	0.7742336894342167
13.0	0.05942589367779921	0.5680445610939323	0.45615033221654855
14.0	0.05942589367779921	0.925596638292661	0.5684339488686485
15.0	0.05942589367779921	0.07103605819788694	0.018789800436355142
16.0	0.05942589367779921	0.08712929970154071	0.6176354970758771
17.0	0.05942589367779921	0.02021839744032572	0.6120957227224214
18.0	0.05942589367779921	0.832619845547938	0.6169339968747569
19.0	0.04887024139863411	0.7781567509498505	0.9437480785146242
20.0	0.05942589367779921	0.8700121482468192	0.6818202991034834
21.0	0.04887024139863411	0.7661531016898749	0.8572279857862433
22.0	0.04887024139863411	0.8356706966384362	0.9425631019716161
23.0	0.04887024139863411	0.727726419766977	0.8384881112759496
24.0	0.04887024139863411	0.8782991916140657	1.0
25.0	0.2193300778898215	0.9662826650284185	1.0
26.0	0.04887024139863411	0.84141641149656	0.9990009680913859
27.0	0.04887024139863411	0.8695310837548904	0.8837475671956945
28.0	0.04887024139863411	0.7049840964866111	0.9226295761779435
29.0	0.04887024139863411	0.7941931216839136	0.777072416741133
30.0	0.05942589367779921	0.7419970639919438	0.7148633154366157
31.0	0.04887024139863411	0.7041457344950772	1.0
32.0	0.04887024139863411	0.8754120198885418	0.7949520146668049
33.0	0.04887024139863411	0.8661701401861345	0.9657868176209256
34.0	0.04887024139863411	0.6389868619542379	0.862125658356997
35.0	0.04887024139863411	0.6391663390391294	0.9511155794161528
36.0	0.04887024139863411	0.9740440694710071	0.7570356189695213
37.0	0.05942589367779921	1.0	0.6776738831684804
38.0	0.05942589367779921	0.030931516430249575	1.0
39.0	0.05942589367779921	1.0	0.0
40.0	0.05942589367779921	0.0	0.3098490069809623
41.0	0.04887024139863411	0.9417185752397086	0.8145155084916442
42.0	0.05942589367779921	0.6892973210948582	0.0
43.0	0.05942589367779921	0.2712668670012215	0.820629325481086
44.0	0.04887024139863411	0.9200119016110097	0.7577781178331087
45.0	0.05942589367779921	0.21652047219090714	0.2292680477875117
46.0	0.04887024139863411	0.8748466018221756	0.923095943477818
47.0	0.04887024139863411	0.8249295053425808	0.8360614545340458
48.0	0.05942589367779921	1.0	0.26628998777063456
49.0	0.05942589367779921	0.34925586137169073	0.6227317824581508
50.0	0.05942589367779921	0.294419368115777	1.0
51.0	0.05942589367779921	0.27158583589291857	0.0
52.0	0.04887024139863411	0.6492230736531377	0.7934512078401482
53.0	0.05942589367779921	0.0	0.8083485874692581
54.0	0.05942589367779921	0.17502159994904984	0.4395739433490689
55.0	0.05942589367779921	0.5982423796970603	0.245630102056565
56.0	0.05942589367779921	0.8484259357586293	0.09187632536715291
57.0	0.05942589367779921	0.788256064061936	0.44259769616526307
58.0	0.04887024139863411	0.6773156520560706	0.8359999045801139
59.0	0.05942589367779921	0.5234933841597309	0.0
60.0	0.04887024139863411	0.8068180124095686	0.8975258689968231
61.0	0.05942589367779921	0.0	0.15362417251106741
62.0	0.05942589367779921	0.0	0.4622980055993594
63.0	0.05942589367779921	0.14283085711758667	0.8972780269873682
64.0	0.05942589367779921	0.5751327247357554	0.8881560710216988
65.0	0.04887024139863411	0.6475863387138755	1.0
