0,1,2,3,4,5,6,7
,,"Deletion
(1779 reads)","Insertion
(11663 reads)","Frequent Substitution
(14 reads)","Unmodified
(16302 reads)",,"UC(Other)
(304 reads)"
0,0,1779,11663,14,16302,0,304
0.0,0.0,5.9177699421196195,38.796487259663365,0.046570421129665356,54.22792894684319,0.0,1.011243430244162
