has_edited_fragment_seq_in_other,is_untreated,untreated,LEFT_PRECISE_KNOCK_IN,multiple_outout_indicators,no_rightinout_rc_indicators,RIGHT_PRECISE_KNOCK_IN,has_outout_rc_indicators,no_rightinout_indicators,is_perfect_outout_ki,LEFT_IMPRECISE KNOCK_IN_COMPLEX,OTHERS,unexpected_mutations,left_perfect_ki,UNTREATED,is_perfect_ki_has_rightinout_indicators,has_leftinout_indicators,overall_edited_insertion,has_multi_rightinout_indicators,donor_insertion,has_rightinout_indicators,both_inout_indicators,left_nearly_ki,RIGHT_NO_DETECTED,other_right_rc_mutations,other_left_mutations,is_nonspecific_outout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,left_rc_nhej_ki,overall_edited_substitution,right_nhej_ki,other_left_rc_mutations,RIGHT_OTHER_MUATIONS,is_nearly_rightinout_ki,leftonly_rc_inout_indicators,no_leftinout_indicators,left_nhej_ki,has_outout_indicators,no_inout_indicators,right_imperfect_ki_complex,left_rc_imperfect_ki_complex,rightonly_inout_indicators,rightonly_rc_inout_indicators,LEFT_NO_DETECTED,INSERT_EDITING,has_multi_leftinout_indicators,is_perfect_ki_has_leftinout_indicators,leftonly_inout_indicators,right_rc_nhej_ki,IMPRECISE_KNOCK_IN,right_perfect_ki,DELETION_EDITING,left_imperfect_ki_complex,no_leftinout_rc_indicators,right_nearly_ki,total,overall_edited_deletion,right_rc_imperfect_ki_complex,RIGHT_IMPRECISE_KNOCK_IN,has_outout_reversible_indicators,has_outout_any_indicators,LEFT_IMPRECISE_KNOCK_IN,has_outout_no_indicators,no_outout_indicators,both_rc_inout_indicators,is_treated,is_nearly_leftinout_ki,PRECISE_KNOCK_IN,other_right_mutations,LEFT_OTHER_MUATIONS,SUBSTITUTION_EDITING
0,3050,3050,0,0,21970,0,21818,21970,0,0,2227,2075,0,3050,0,0,8334,0,0,0,0,0,21970,0,0,0,0,0,0,0,0,0,0,0,21970,0,0,21818,0,0,0,0,21970,8334,0,0,0,0,0,0,8359,0,21970,0,21970,8359,0,0,0,21818,0,152,152,0,18768,0,0,0,0,0
