has_rightinout_indicators,has_outout_any_indicators,right_nearly_ki,OTHERS,LEFT_PRECISE_KNOCK_IN,has_multi_rightinout_indicators,overall_edited_insertion,no_leftinout_rc_indicators,is_nonspecific_outout_indicators,rightonly_rc_inout_indicators,is_perfect_outout_ki,is_perfect_ki_has_rightinout_indicators,DELETION_EDITING,no_inout_indicators,both_rc_inout_indicators,both_inout_indicators,no_outout_indicators,leftonly_rc_inout_indicators,right_perfect_ki,untreated,right_rc_imperfect_ki_complex,LEFT_NO_DETECTED,has_outout_indicators,is_treated,has_outout_rc_indicators,has_edited_fragment_seq_in_other,left_imperfect_ki_complex,RIGHT_PRECISE_KNOCK_IN,no_rightinout_indicators,PRECISE_KNOCK_IN,no_leftinout_indicators,right_nhej_ki,multiple_outout_indicators,is_untreated,has_leftinout_indicators,left_rc_nhej_ki,UNTREATED,other_right_rc_mutations,total,LEFT_OTHER_MUATIONS,leftonly_inout_indicators,RIGHT_IMPRECISE_KNOCK_IN,has_outout_no_indicators,is_nearly_leftinout_ki,LEFT_IMPRECISE KNOCK_IN_COMPLEX,overall_edited_substitution,has_multi_leftinout_indicators,right_imperfect_ki_complex,unexpected_mutations,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,no_rightinout_rc_indicators,INSERT_EDITING,has_outout_reversible_indicators,overall_edited_deletion,rightonly_inout_indicators,other_left_mutations,left_rc_imperfect_ki_complex,left_perfect_ki,RIGHT_OTHER_MUATIONS,left_nhej_ki,LEFT_IMPRECISE_KNOCK_IN,is_perfect_ki_has_leftinout_indicators,left_nearly_ki,is_nearly_rightinout_ki,IMPRECISE_KNOCK_IN,donor_insertion,other_left_rc_mutations,RIGHT_NO_DETECTED,right_rc_nhej_ki,other_right_mutations,SUBSTITUTION_EDITING
0,41112,0,873,0,0,18010,41985,0,0,11,0,10171,41112,0,0,873,0,0,12931,0,41985,41112,28181,0,0,0,0,41985,0,41985,0,0,12931,0,0,12931,0,41985,0,0,0,873,0,0,0,0,0,0,0,41985,18010,0,10171,0,0,0,0,0,0,0,0,0,0,0,0,0,41985,0,0,0
