LEFT_IMPRECISE_KNOCK_IN,total,other_left_rc_mutations,right_imperfect_ki_complex,RIGHT_OTHER_MUATIONS,right_perfect_ki,right_rc_nhej_ki,LEFT_OTHER_MUATIONS,no_leftinout_rc_indicators,is_nearly_leftinout_ki,has_outout_rc_indicators,LEFT_NO_DETECTED,no_leftinout_indicators,both_inout_indicators,is_perfect_outout_ki,other_left_mutations,donor_insertion,rightonly_inout_indicators,RIGHT_NO_DETECTED,is_perfect_ki_has_rightinout_indicators,no_inout_indicators,is_nearly_rightinout_ki,SUBSTITUTION_EDITING,other_right_mutations,left_rc_imperfect_ki_complex,leftonly_rc_inout_indicators,rightonly_rc_inout_indicators,RIGHT_PRECISE_KNOCK_IN,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_outout_indicators,has_outout_any_indicators,has_outout_no_indicators,overall_edited_insertion,RIGHT_IMPRECISE_KNOCK_IN,UNTREATED,right_nhej_ki,INSERT_EDITING,is_untreated,no_rightinout_indicators,is_treated,has_leftinout_indicators,right_rc_imperfect_ki_complex,other_right_rc_mutations,IMPRECISE_KNOCK_IN,both_rc_inout_indicators,untreated,left_nearly_ki,has_rightinout_indicators,unexpected_mutations,has_multi_rightinout_indicators,has_edited_fragment_seq_in_other,no_outout_indicators,is_perfect_ki_has_leftinout_indicators,has_multi_leftinout_indicators,LEFT_PRECISE_KNOCK_IN,DELETION_EDITING,OTHERS,left_imperfect_ki_complex,left_nhej_ki,left_perfect_ki,overall_edited_substitution,has_outout_reversible_indicators,PRECISE_KNOCK_IN,multiple_outout_indicators,right_nearly_ki,overall_edited_deletion,leftonly_inout_indicators,no_rightinout_rc_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,left_rc_nhej_ki,is_nonspecific_outout_indicators
0,400,0,0,0,0,0,0,400,0,0,400,400,0,0,0,0,0,400,0,377,0,1,0,0,0,0,0,0,377,377,23,24,0,189,0,24,189,400,188,0,0,0,0,0,189,0,0,0,0,0,23,0,0,0,163,23,0,0,0,1,0,0,0,0,163,0,400,0,0,0
