left_perfect_ki,has_outout_any_indicators,rightonly_rc_inout_indicators,is_treated,other_right_rc_mutations,overall_edited_substitution,PRECISE_KNOCK_IN,total,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,INSERT_EDITING,no_rightinout_indicators,has_multi_leftinout_indicators,left_rc_nhej_ki,both_rc_inout_indicators,SUBSTITUTION_EDITING,no_rightinout_rc_indicators,rightonly_inout_indicators,multiple_outout_indicators,right_nearly_ki,has_outout_no_indicators,no_leftinout_rc_indicators,no_inout_indicators,has_outout_indicators,donor_insertion,has_leftinout_indicators,is_perfect_outout_ki,unexpected_mutations,IMPRECISE_KNOCK_IN,OTHERS,right_rc_imperfect_ki_complex,RIGHT_IMPRECISE_KNOCK_IN,untreated,UNTREATED,is_perfect_ki_has_rightinout_indicators,has_outout_rc_indicators,both_inout_indicators,is_perfect_ki_has_leftinout_indicators,RIGHT_OTHER_MUATIONS,DELETION_EDITING,no_leftinout_indicators,overall_edited_deletion,right_imperfect_ki_complex,left_nhej_ki,left_nearly_ki,is_nearly_leftinout_ki,left_imperfect_ki_complex,other_right_mutations,LEFT_OTHER_MUATIONS,right_perfect_ki,LEFT_IMPRECISE KNOCK_IN_COMPLEX,LEFT_PRECISE_KNOCK_IN,leftonly_rc_inout_indicators,left_rc_imperfect_ki_complex,overall_edited_insertion,right_rc_nhej_ki,RIGHT_PRECISE_KNOCK_IN,has_edited_fragment_seq_in_other,is_nearly_rightinout_ki,LEFT_IMPRECISE_KNOCK_IN,has_multi_rightinout_indicators,leftonly_inout_indicators,no_outout_indicators,other_left_mutations,RIGHT_NO_DETECTED,has_outout_reversible_indicators,is_untreated,LEFT_NO_DETECTED,is_nonspecific_outout_indicators,other_left_rc_mutations,has_rightinout_indicators,right_nhej_ki
0,45304,0,14864,0,0,0,46941,0,8891,46941,0,0,0,0,46941,0,4,0,1637,46941,45300,45304,0,0,0,0,0,1641,0,0,30436,30436,0,0,0,0,0,5973,46941,5973,0,0,0,0,0,0,0,0,0,0,0,0,8891,0,0,0,0,0,0,0,1637,0,46941,0,30440,46941,4,0,0,0
