Iteration	Y	var_1	var_2
1.0	0.06299326362469376	0.5488135039273248	0.978618342232764
2.0	0.06299326362469376	0.7151893663724195	0.7991585642167236
3.0	0.06299326362469376	0.6027633760716439	0.46147936225293185
4.0	0.06299326362469376	0.5448831829968969	0.7805291762864555
5.0	0.06299326362469376	0.4236547993389047	0.11827442586893322
6.0	0.06299326362469376	0.6458941130666561	0.6399210213275238
7.0	0.06299326362469376	0.4375872112626925	0.1433532874090464
8.0	0.07506062886087311	0.8917730007820798	0.9446689170495839
9.0	0.06299326362469376	0.9636627605010293	0.5218483217500717
10.0	0.06299326362469376	0.3834415188257777	0.4146619399905236
11.0	0.06299326362469376	0.7917250380826646	0.26455561210462697
12.0	0.06299326362469376	0.5288949197529045	0.7742336894342167
13.0	0.06299326362469376	0.5680445610939323	0.45615033221654855
14.0	0.06299326362469376	0.925596638292661	0.5684339488686485
15.0	0.06299326362469376	0.07103605819788694	0.018789800436355142
16.0	0.06299326362469376	0.08712929970154071	0.6176354970758771
17.0	0.06299326362469376	0.02021839744032572	0.6120957227224214
18.0	0.06299326362469376	0.832619845547938	0.6169339968747569
19.0	0.06299326362469376	0.7781567509498505	0.9437480785146242
20.0	0.06299326362469376	0.8700121482468192	0.6818202991034834
21.0	0.06299326362469376	0.7145023755573529	0.9432485931686546
22.0	0.06299326362469376	0.5162798806302947	0.5927364979273619
23.0	0.06299326362469376	0.8336814853592275	0.42804433638966527
24.0	0.06299326362469376	0.7073128341168329	0.36153746105290524
25.0	0.06299326362469376	0.49569576626115147	0.31859757864767857
26.0	0.06299326362469376	0.7327401283027374	0.5160340195940262
27.0	0.06299326362469376	0.3553064394523109	0.2708595348988017
28.0	0.06299326362469376	0.6308267650429737	0.23536425596878602
29.0	0.06299326362469376	0.4450120021857342	0.8971401919731995
30.0	0.06299326362469376	0.2737335493241334	0.142952438270761
31.0	0.06299326362469376	0.21223310557383673	0.012580365786151496
32.0	0.06299326362469376	0.1357969519376677	0.1349724079027325
33.0	0.06299326362469376	0.20811947369436776	0.2759032550062762
34.0	0.06299326362469376	0.242429313128691	0.4133764732964692
35.0	0.06299326362469376	0.0967759171483037	0.4751929746913656
36.0	0.06299326362469376	0.08360482185981886	0.33426258867424014
37.0	0.06299326362469376	0.22951052107314973	0.5523709752844019
38.0	0.06299326362469376	0.3743542943257156	0.5551952894874523
39.0	0.06299326362469376	0.38027879175826335	0.6974628042062915
