donor_insertion,is_perfect_ki_has_leftinout_indicators,other_right_rc_mutations,right_imperfect_ki_complex,other_right_mutations,is_treated,LEFT_PRECISE_KNOCK_IN,LEFT_IMPRECISE_KNOCK_IN,is_untreated,IMPRECISE_KNOCK_IN,LEFT_NO_DETECTED,INSERT_EDITING,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,left_nhej_ki,overall_edited_substitution,left_imperfect_ki_complex,left_nearly_ki,is_perfect_ki_has_rightinout_indicators,leftonly_rc_inout_indicators,RIGHT_NO_DETECTED,other_left_rc_mutations,rightonly_rc_inout_indicators,right_rc_imperfect_ki_complex,right_perfect_ki,leftonly_inout_indicators,untreated,RIGHT_PRECISE_KNOCK_IN,no_leftinout_rc_indicators,SUBSTITUTION_EDITING,total,PRECISE_KNOCK_IN,has_outout_rc_indicators,is_nearly_leftinout_ki,other_left_mutations,no_inout_indicators,has_outout_any_indicators,overall_edited_insertion,LEFT_OTHER_MUATIONS,has_edited_fragment_seq_in_other,has_multi_rightinout_indicators,both_inout_indicators,has_outout_reversible_indicators,right_rc_nhej_ki,has_rightinout_indicators,is_nearly_rightinout_ki,has_leftinout_indicators,no_outout_indicators,rightonly_inout_indicators,no_leftinout_indicators,right_nhej_ki,is_perfect_outout_ki,RIGHT_OTHER_MUATIONS,has_outout_indicators,has_outout_no_indicators,no_rightinout_rc_indicators,both_rc_inout_indicators,no_rightinout_indicators,unexpected_mutations,left_rc_nhej_ki,UNTREATED,LEFT_IMPRECISE KNOCK_IN_COMPLEX,is_nonspecific_outout_indicators,DELETION_EDITING,OTHERS,has_multi_leftinout_indicators,overall_edited_deletion,RIGHT_IMPRECISE_KNOCK_IN,multiple_outout_indicators,left_perfect_ki,left_rc_imperfect_ki_complex,right_nearly_ki
0,0,0,0,0,1130,0,0,188,0,1430,681,0,0,3,0,0,0,0,1430,0,0,0,0,0,188,0,1430,3,1430,0,0,0,0,1318,1318,681,0,0,0,0,0,0,0,0,0,112,0,1430,0,0,0,1318,112,1430,0,1430,0,0,188,0,0,446,112,0,446,0,0,0,0,0
