has_outout_indicators,both_rc_inout_indicators,left_rc_nhej_ki,total,left_imperfect_ki_complex,has_outout_any_indicators,both_inout_indicators,right_nearly_ki,is_nearly_leftinout_ki,right_rc_nhej_ki,is_perfect_ki_has_rightinout_indicators,no_outout_indicators,leftonly_rc_inout_indicators,RIGHT_OTHER_MUATIONS,rightonly_inout_indicators,right_rc_imperfect_ki_complex,no_rightinout_rc_indicators,has_multi_leftinout_indicators,is_perfect_ki_has_leftinout_indicators,left_perfect_ki,no_rightinout_indicators,other_right_mutations,LEFT_IMPRECISE_KNOCK_IN,RIGHT_PRECISE_KNOCK_IN,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,PRECISE_KNOCK_IN,is_nearly_rightinout_ki,left_nearly_ki,has_rightinout_indicators,left_nhej_ki,right_perfect_ki,is_untreated,overall_edited_insertion,SUBSTITUTION_EDITING,LEFT_PRECISE_KNOCK_IN,is_perfect_outout_ki,overall_edited_substitution,has_multi_rightinout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,UNTREATED,OTHERS,has_outout_reversible_indicators,IMPRECISE_KNOCK_IN,rightonly_rc_inout_indicators,right_nhej_ki,LEFT_NO_DETECTED,unexpected_mutations,right_imperfect_ki_complex,has_outout_rc_indicators,left_rc_imperfect_ki_complex,DELETION_EDITING,donor_insertion,untreated,has_outout_no_indicators,overall_edited_deletion,LEFT_OTHER_MUATIONS,is_nonspecific_outout_indicators,leftonly_inout_indicators,RIGHT_NO_DETECTED,no_leftinout_indicators,other_left_mutations,other_left_rc_mutations,RIGHT_IMPRECISE_KNOCK_IN,has_edited_fragment_seq_in_other,INSERT_EDITING,has_leftinout_indicators,no_leftinout_rc_indicators,multiple_outout_indicators,is_treated,no_inout_indicators,other_right_rc_mutations
731,0,0,757,0,731,0,0,0,0,0,26,0,0,0,0,757,0,0,0,757,0,0,0,0,0,0,0,0,0,0,601,32,60,0,0,60,0,0,601,26,0,0,0,0,757,0,0,0,0,38,0,601,26,38,0,0,0,757,757,0,0,0,0,32,0,757,0,130,731,0
