is_perfect_ki_has_leftinout_indicators,RIGHT_NO_DETECTED,RIGHT_OTHER_MUATIONS,no_leftinout_rc_indicators,left_imperfect_ki_complex,rightonly_inout_indicators,is_treated,total,LEFT_IMPRECISE_KNOCK_IN,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,is_untreated,right_nearly_ki,has_outout_reversible_indicators,OTHERS,overall_edited_deletion,no_rightinout_rc_indicators,has_outout_any_indicators,has_leftinout_indicators,is_nonspecific_outout_indicators,other_right_mutations,overall_edited_insertion,RIGHT_PRECISE_KNOCK_IN,unexpected_mutations,no_inout_indicators,other_right_rc_mutations,no_outout_indicators,rightonly_rc_inout_indicators,leftonly_inout_indicators,has_outout_rc_indicators,other_left_rc_mutations,LEFT_NO_DETECTED,is_perfect_outout_ki,has_outout_indicators,no_leftinout_indicators,left_rc_nhej_ki,no_rightinout_indicators,untreated,UNTREATED,IMPRECISE_KNOCK_IN,INSERT_EDITING,right_perfect_ki,right_imperfect_ki_complex,other_left_mutations,LEFT_OTHER_MUATIONS,donor_insertion,leftonly_rc_inout_indicators,has_rightinout_indicators,LEFT_PRECISE_KNOCK_IN,left_nearly_ki,is_nearly_leftinout_ki,has_multi_rightinout_indicators,left_perfect_ki,right_rc_nhej_ki,SUBSTITUTION_EDITING,is_nearly_rightinout_ki,overall_edited_substitution,is_perfect_ki_has_rightinout_indicators,both_rc_inout_indicators,RIGHT_IMPRECISE_KNOCK_IN,left_rc_imperfect_ki_complex,left_nhej_ki,DELETION_EDITING,has_outout_no_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,multiple_outout_indicators,right_rc_imperfect_ki_complex,both_inout_indicators,has_multi_leftinout_indicators,right_nhej_ki,PRECISE_KNOCK_IN,has_edited_fragment_seq_in_other
0,40292,0,40292,0,0,7109,40292,0,0,32688,0,0,495,3243,40292,39797,0,0,0,3866,0,0,39797,0,495,0,0,0,0,40292,0,39797,40292,0,40292,32688,32688,0,3866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3243,495,0,0,0,0,0,0,0,0
