0,1,2,3,4,5,6,7
,,"Deletion
(3243 reads)","Insertion
(3866 reads)",,"Unmodified
(32688 reads)",,"UC(Other)
(495 reads)"
0,0,3243,3866,0,32688,0,495
0.0,0.0,8.048744167576691,9.594956815248684,0.0,81.12776729871935,0.0,1.2285317184552764
