LEFT_PRECISE_KNOCK_IN,leftonly_inout_indicators,right_nearly_ki,right_rc_nhej_ki,is_nearly_leftinout_ki,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,RIGHT_NO_DETECTED,right_rc_imperfect_ki_complex,SUBSTITUTION_EDITING,RIGHT_OTHER_MUATIONS,LEFT_IMPRECISE_KNOCK_IN,left_imperfect_ki_complex,left_perfect_ki,rightonly_inout_indicators,is_perfect_outout_ki,right_perfect_ki,overall_edited_substitution,is_perfect_ki_has_leftinout_indicators,unexpected_mutations,right_imperfect_ki_complex,RIGHT_IMPRECISE_KNOCK_IN,multiple_outout_indicators,is_perfect_ki_has_rightinout_indicators,has_leftinout_indicators,no_leftinout_indicators,is_nearly_rightinout_ki,donor_insertion,no_outout_indicators,right_nhej_ki,has_multi_rightinout_indicators,has_edited_fragment_seq_in_other,is_nonspecific_outout_indicators,OTHERS,no_rightinout_rc_indicators,UNTREATED,both_rc_inout_indicators,no_leftinout_rc_indicators,other_right_mutations,has_outout_indicators,has_outout_reversible_indicators,left_rc_nhej_ki,both_inout_indicators,rightonly_rc_inout_indicators,other_left_rc_mutations,RIGHT_PRECISE_KNOCK_IN,total,untreated,other_right_rc_mutations,is_treated,LEFT_NO_DETECTED,INSERT_EDITING,LEFT_OTHER_MUATIONS,IMPRECISE_KNOCK_IN,DELETION_EDITING,has_rightinout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,PRECISE_KNOCK_IN,no_inout_indicators,left_nhej_ki,no_rightinout_indicators,has_multi_leftinout_indicators,is_untreated,leftonly_rc_inout_indicators,overall_edited_deletion,has_outout_rc_indicators,left_nearly_ki,left_rc_imperfect_ki_complex,has_outout_any_indicators,overall_edited_insertion,has_outout_no_indicators,other_left_mutations
0,0,0,0,0,0,15197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15197,0,0,178,0,0,0,0,178,15197,6619,0,15197,0,15019,0,0,0,0,0,0,15197,6619,0,8400,15197,1625,0,0,6775,0,0,0,15019,0,15197,0,6619,0,6775,0,0,0,15019,1625,178,0
