RIGHT_IMPRECISE_KNOCK_IN,has_multi_leftinout_indicators,leftonly_rc_inout_indicators,left_imperfect_ki_complex,overall_edited_insertion,right_nearly_ki,right_rc_imperfect_ki_complex,has_edited_fragment_seq_in_other,no_rightinout_indicators,no_leftinout_indicators,RIGHT_OTHER_MUATIONS,is_perfect_outout_ki,INSERT_EDITING,no_outout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,is_perfect_ki_has_rightinout_indicators,LEFT_OTHER_MUATIONS,both_inout_indicators,is_perfect_ki_has_leftinout_indicators,right_imperfect_ki_complex,total,right_rc_nhej_ki,is_treated,DELETION_EDITING,other_right_rc_mutations,right_perfect_ki,no_leftinout_rc_indicators,unexpected_mutations,has_outout_no_indicators,right_nhej_ki,has_outout_any_indicators,has_outout_reversible_indicators,leftonly_inout_indicators,no_inout_indicators,other_left_rc_mutations,is_nearly_leftinout_ki,PRECISE_KNOCK_IN,has_outout_indicators,other_left_mutations,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,no_rightinout_rc_indicators,has_outout_rc_indicators,multiple_outout_indicators,has_rightinout_indicators,donor_insertion,overall_edited_substitution,left_rc_imperfect_ki_complex,rightonly_inout_indicators,has_multi_rightinout_indicators,left_rc_nhej_ki,LEFT_PRECISE_KNOCK_IN,RIGHT_NO_DETECTED,is_untreated,rightonly_rc_inout_indicators,left_nhej_ki,IMPRECISE_KNOCK_IN,OTHERS,overall_edited_deletion,RIGHT_PRECISE_KNOCK_IN,has_leftinout_indicators,left_nearly_ki,LEFT_IMPRECISE_KNOCK_IN,other_right_mutations,left_perfect_ki,LEFT_NO_DETECTED,is_nearly_rightinout_ki,UNTREATED,both_rc_inout_indicators,SUBSTITUTION_EDITING,untreated,is_nonspecific_outout_indicators
0,0,0,0,6777,0,0,0,39933,39933,0,0,6777,230,0,0,0,0,0,0,39933,0,12023,3540,0,0,39933,1706,230,0,39703,0,0,39703,0,0,0,0,0,0,39933,39703,0,0,0,0,0,0,0,0,0,39933,27680,0,0,0,1936,3540,0,0,0,0,0,0,39933,0,27680,0,0,27680,0
