Left accuracy,Left MMEJ-tendency,Left NHEJ-tendency,Left unpredictability,Left unpredictable knock-in insert,Left unpredictable knock-in deletion,Left efficiency,Left occupancy,Left MMEJ/NHEJ joinability,Right accuracy,Right MMEJ-tendency,Right NHEJ-tendency,Right unpredictability,Right unpredictable knock-in insert,Right unpredictable knock-in deletion,Right efficiency,Right occupancy,Right MMEJ/NHEJ joinability,Precise Knock-in Efficiency,Knock-in Efficiency,Indels Editing Efficiency,Editing Efficiency,Accuracy,Occupancy,Conservative,Precise Knock-in zygomorphy,NHEJ-assisted Knock-in zygomorphy,Integration zygomorphy,Left reversibility,Right reversibility
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6527244819646969,0.656945510360706,0.0,0.0,0.33154259401381425,0,0,0,0,0
