no_leftinout_rc_indicators,right_imperfect_ki_complex,left_imperfect_ki_complex,is_perfect_ki_has_leftinout_indicators,UNTREATED,is_untreated,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,right_perfect_ki,no_rightinout_rc_indicators,has_outout_indicators,left_perfect_ki,total,LEFT_OTHER_MUATIONS,both_inout_indicators,no_rightinout_indicators,is_treated,left_rc_imperfect_ki_complex,is_perfect_ki_has_rightinout_indicators,PRECISE_KNOCK_IN,RIGHT_OTHER_MUATIONS,has_outout_any_indicators,unexpected_mutations,has_multi_leftinout_indicators,right_nearly_ki,LEFT_PRECISE_KNOCK_IN,multiple_outout_indicators,RIGHT_IMPRECISE_KNOCK_IN,overall_edited_insertion,has_outout_reversible_indicators,other_left_mutations,right_rc_nhej_ki,other_right_rc_mutations,has_leftinout_indicators,no_outout_indicators,leftonly_rc_inout_indicators,has_outout_no_indicators,is_nearly_leftinout_ki,untreated,right_rc_imperfect_ki_complex,RIGHT_PRECISE_KNOCK_IN,is_nonspecific_outout_indicators,has_multi_rightinout_indicators,donor_insertion,rightonly_rc_inout_indicators,left_nhej_ki,has_edited_fragment_seq_in_other,has_outout_rc_indicators,DELETION_EDITING,has_rightinout_indicators,leftonly_inout_indicators,left_rc_nhej_ki,overall_edited_deletion,LEFT_IMPRECISE_KNOCK_IN,no_inout_indicators,both_rc_inout_indicators,no_leftinout_indicators,other_right_mutations,LEFT_NO_DETECTED,is_nearly_rightinout_ki,is_perfect_outout_ki,IMPRECISE_KNOCK_IN,INSERT_EDITING,right_nhej_ki,other_left_rc_mutations,rightonly_inout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,SUBSTITUTION_EDITING,OTHERS,RIGHT_NO_DETECTED,overall_edited_substitution,left_nearly_ki
20762,0,0,0,17164,17164,0,0,20762,0,0,20762,0,0,20762,3348,0,0,0,0,20512,0,0,0,0,0,0,683,0,0,0,0,0,250,0,250,0,17164,0,0,0,0,0,0,0,0,20512,2665,0,0,0,2665,0,20512,0,20762,0,20762,0,0,0,683,0,0,0,0,0,250,20762,0,0
