is_perfect_ki_has_leftinout_indicators,left_perfect_ki,overall_edited_substitution,LEFT_IMPRECISE KNOCK_IN_COMPLEX,has_outout_reversible_indicators,UNTREATED,left_nearly_ki,both_rc_inout_indicators,no_rightinout_indicators,RIGHT_OTHER_MUATIONS,has_multi_rightinout_indicators,leftonly_rc_inout_indicators,unexpected_mutations,DELETION_EDITING,donor_insertion,no_leftinout_indicators,is_nonspecific_outout_indicators,is_perfect_outout_ki,PRECISE_KNOCK_IN,has_outout_indicators,RIGHT_IMPRECISE_KNOCK_IN,right_nearly_ki,SUBSTITUTION_EDITING,has_outout_no_indicators,RIGHT_PRECISE_KNOCK_IN,rightonly_inout_indicators,no_inout_indicators,has_rightinout_indicators,left_nhej_ki,is_perfect_ki_has_rightinout_indicators,has_multi_leftinout_indicators,is_nearly_leftinout_ki,LEFT_IMPRECISE_KNOCK_IN,LEFT_OTHER_MUATIONS,IMPRECISE_KNOCK_IN,leftonly_inout_indicators,OTHERS,no_outout_indicators,other_right_mutations,LEFT_NO_DETECTED,has_outout_rc_indicators,left_imperfect_ki_complex,overall_edited_deletion,left_rc_nhej_ki,right_rc_imperfect_ki_complex,overall_edited_insertion,other_left_rc_mutations,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,INSERT_EDITING,has_leftinout_indicators,rightonly_rc_inout_indicators,multiple_outout_indicators,has_edited_fragment_seq_in_other,both_inout_indicators,other_left_mutations,other_right_rc_mutations,right_imperfect_ki_complex,left_rc_imperfect_ki_complex,right_perfect_ki,no_rightinout_rc_indicators,is_nearly_rightinout_ki,total,untreated,has_outout_any_indicators,is_treated,RIGHT_NO_DETECTED,right_nhej_ki,is_untreated,no_leftinout_rc_indicators,right_rc_nhej_ki,LEFT_PRECISE_KNOCK_IN
0,0,0,0,0,5983,0,0,27724,0,0,0,0,18380,0,27724,0,0,0,26176,0,0,0,1548,0,0,26176,0,0,0,0,0,0,0,0,0,1548,1548,0,27724,0,0,18380,0,0,1813,0,0,1813,0,0,0,0,0,0,0,0,0,0,27724,0,27724,5983,26176,20193,27724,0,5983,27724,0,0
