0,1,2,3,4,5,6,7
,,"Deletion
(7178 reads)","Insertion
(3299 reads)",,"Unmodified
(2910 reads)",,"UC(Other)
(601 reads)"
0,0,7178,3299,0,2910,0,601
0.0,0.0,51.31541321132399,23.584501000857877,0.0,20.8035458964827,0.0,4.2965398913354305
