A2LD1,AR,ATP5G1,BRP44,C16orf93,C17orf96,C1orf204,CD34,FAM159B,HBXIP,MAP3K1,ODZ3,PCSK91,PPP1R12C-Exon2,PTPLB,RP4-697K147,TMEM57,TPH22,XRCC6,ZNF498
A2LD1,3.71248908346904,8.94854809985031,8.70847223284041,7.59542847449346,9.10466937683958,9.09321425040488,9.2506515530362,7.06607626660195,8.13980545350876,9.73089538946551,8.38981856349159,7.38015709563996,8.18084243500696,8.68068968636134,8.05277139659995,10.8090163891342,6.16844960045168,6.31295011671959,8.29904137761639,9.85402525657193
AR,8.08809547285108,5.04037067429068,5.3456280099142,8.51314407504875,9.94830354413075,9.75199630373092,9.55377674929291,8.44383833139018,9.01110719938994,9.92585449656784,8.3035177444992,8.58470393369759,4.62130816189076,8.41218185028021,9.14523625551601,8.18216593412086,5.04347788166585,6.29519075039931,4.59426779791898,2.62581057626019
ATP5G1,7.05645675660203,6.30429402305362,1.6980111412153,8.21963274446074,9.45211337529702,7.4304422563535,7.38136116571337,6.2060699336853,6.46294068307008,8.08398653762604,5.69620096455324,5.68904937331966,5.54663345329329,7.20654160768813,7.88625536429814,9.14179349470199,6.58402754748724,3.62106256626106,4.61715380631016,6.63623274934747
BRP44,5.45398007753107,6.07576017226141,5.53472501522188,5.86632441864936,8.4598882712116,8.39582103467448,8.35681964694287,8.10479411725077,8.05934717482985,8.46810219283609,7.38793953451563,7.42144035937702,6.32684090342091,7.61857705748825,7.39114303748496,9.54486859909126,7.13034505386478,4.75641755134402,6.90278811391935,8.67493921565708
C16orf93,8.69698772824751,4.88197300208189,4.48905586891313,6.38624084385498,8.6475501864816,9.2362688561803,9.22843834151375,7.02071503290709,8.22932921076685,9.22734559648719,7.84505699010689,7.49842908710582,5.11303535042645,8.41504678116196,6.86093233931969,8.5501472440298,8.40908728996541,5.67158016954106,4.97649840159047,6.06281576050656
C17orf96,7.45424974728969,7.19568989912919,7.01090887638492,7.58377379958023,8.97104771193842,3.89462719073085,5.30852581278251,8.53674947603397,9.54763188105702,6.24840554810119,9.14387694861156,8.76827428652922,5.02418530811529,7.0838187972977,7.7203413344485,8.87589795120454,7.19960388567123,5.77784614877123,6.81556590568398,6.8171632486182
C1orf204,6.07038060459415,7.1683535209764,5.69662450158296,7.57627088033529,9.25363091363917,5.40802618647458,3.6384203474605,4.68686488157662,5.01300733235045,6.44572760666095,4.60755389533954,4.3926402283704,5.4077801362204,7.79765229653713,8.38869209020489,9.65435620498692,5.9033819578646,4.93804454299582,5.98968931399412,6.89972433078843
CD34,9.06576819568363,8.35611416183375,7.42408977522176,9.74932369996242,11.3893058189184,9.117170008969,9.56062952815273,2.25810119078499,3.16499411860652,10.0911944715728,3.68156212258038,2.51720883427642,9.25872616813555,9.88474038350417,10.7815839575716,11.2583800782109,8.83266230115852,9.62659490469488,8.98965126035144,9.86283483076961
FAM159B,7.71327036214024,7.15124088782693,6.71653849592528,8.06827438230912,9.08578707082913,9.18581282314869,8.77026562176198,4.57325034618841,2.56290193883825,9.29737795773468,4.35300434636804,4.3939085169124,6.85687801474394,8.25624288981351,8.30004588868591,9.05932566580844,7.39777466134215,6.74489998609729,6.62510381990878,7.52353277857394
HBXIP,7.37477432372574,7.02528551968261,7.05523277057383,6.13486983308326,8.76788999171809,5.19936040616239,5.65244392101352,5.78161629127263,6.30806504411071,1.6669287253796,6.42072647402334,5.73261940352346,6.71599501935789,8.78666830569136,7.29873867221245,10.0589065421586,7.33450145537978,5.82121279609275,7.32921273566717,7.89218707808905
