RIGHT_NO_DETECTED,has_outout_any_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_rightinout_indicators,RIGHT_IMPRECISE_KNOCK_IN,has_outout_reversible_indicators,right_perfect_ki,right_imperfect_ki_complex,has_multi_leftinout_indicators,untreated,RIGHT_OTHER_MUATIONS,both_inout_indicators,IMPRECISE_KNOCK_IN,total,other_left_mutations,RIGHT_PRECISE_KNOCK_IN,right_nhej_ki,right_nearly_ki,LEFT_NO_DETECTED,no_outout_indicators,leftonly_rc_inout_indicators,has_multi_rightinout_indicators,no_inout_indicators,has_outout_no_indicators,no_leftinout_indicators,left_rc_imperfect_ki_complex,is_perfect_ki_has_leftinout_indicators,other_left_rc_mutations,LEFT_OTHER_MUATIONS,left_rc_nhej_ki,DELETION_EDITING,is_nearly_rightinout_ki,SUBSTITUTION_EDITING,is_perfect_outout_ki,other_right_rc_mutations,is_perfect_ki_has_rightinout_indicators,has_leftinout_indicators,overall_edited_substitution,OTHERS,is_nonspecific_outout_indicators,leftonly_inout_indicators,has_outout_indicators,left_nhej_ki,has_edited_fragment_seq_in_other,no_rightinout_indicators,no_rightinout_rc_indicators,overall_edited_deletion,PRECISE_KNOCK_IN,left_perfect_ki,LEFT_PRECISE_KNOCK_IN,donor_insertion,right_rc_nhej_ki,overall_edited_insertion,INSERT_EDITING,left_imperfect_ki_complex,LEFT_IMPRECISE_KNOCK_IN,LEFT_IMPRECISE KNOCK_IN_COMPLEX,is_untreated,has_outout_rc_indicators,is_nearly_leftinout_ki,unexpected_mutations,both_rc_inout_indicators,is_treated,other_right_mutations,left_nearly_ki,multiple_outout_indicators,rightonly_rc_inout_indicators,no_leftinout_rc_indicators,right_rc_imperfect_ki_complex,rightonly_inout_indicators,UNTREATED
47024,44595,0,0,0,0,0,0,0,6590,0,0,0,47024,0,0,0,0,47024,2429,0,0,44472,2429,47024,0,0,0,0,0,21781,0,0,0,0,0,0,0,2552,123,0,44595,0,0,47024,47024,21781,0,0,0,0,0,16101,16101,0,0,0,6590,0,0,0,0,38005,0,0,123,0,47024,0,0,6590
