0,1,2,3,4,5,6,7
,,"Deletion
(21781 reads)","Insertion
(16101 reads)",,"Unmodified
(6590 reads)",,"UC(Other)
(2552 reads)"
0,0,21781,16101,0,6590,0,2552
0.0,0.0,46.318900986730185,34.239962572303504,0.0,14.014120449132358,0.0,5.427015991833957
