0,1,2,3,4,5,6,7
,,"Deletion
(33211 reads)","Insertion
(40914 reads)","Frequent Substitution
(50 reads)","Unmodified
(25005 reads)",,"UC(Other)
(4275 reads)"
0,0,33211,40914,50,25005,0,4275
0.0,0.0,32.101880044463776,39.54762940408874,0.048330191870861725,24.16992895461795,0.0,4.132231404958678
