is_perfect_ki_has_rightinout_indicators,unexpected_mutations,no_leftinout_indicators,has_outout_indicators,rightonly_rc_inout_indicators,is_perfect_outout_ki,no_leftinout_rc_indicators,has_leftinout_indicators,no_rightinout_indicators,LEFT_PRECISE_KNOCK_IN,left_nhej_ki,leftonly_inout_indicators,overall_edited_deletion,both_inout_indicators,LEFT_OTHER_MUATIONS,is_perfect_ki_has_leftinout_indicators,RIGHT_PRECISE_KNOCK_IN,left_nearly_ki,rightonly_inout_indicators,total,multiple_outout_indicators,left_rc_imperfect_ki_complex,SUBSTITUTION_EDITING,left_rc_nhej_ki,left_perfect_ki,UNTREATED,is_nearly_rightinout_ki,right_rc_nhej_ki,INSERT_EDITING,no_rightinout_rc_indicators,other_left_mutations,other_right_mutations,LEFT_NO_DETECTED,right_nhej_ki,is_untreated,no_inout_indicators,right_rc_imperfect_ki_complex,RIGHT_NO_DETECTED,has_edited_fragment_seq_in_other,right_perfect_ki,is_nearly_leftinout_ki,LEFT_IMPRECISE_KNOCK_IN,has_outout_no_indicators,overall_edited_substitution,RIGHT_OTHER_MUATIONS,no_outout_indicators,leftonly_rc_inout_indicators,has_rightinout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,DELETION_EDITING,has_multi_rightinout_indicators,PRECISE_KNOCK_IN,has_multi_leftinout_indicators,OTHERS,left_imperfect_ki_complex,right_nearly_ki,other_left_rc_mutations,other_right_rc_mutations,IMPRECISE_KNOCK_IN,LEFT_IMPRECISE KNOCK_IN_COMPLEX,is_treated,right_imperfect_ki_complex,has_outout_rc_indicators,both_rc_inout_indicators,RIGHT_IMPRECISE_KNOCK_IN,has_outout_reversible_indicators,untreated,overall_edited_insertion,donor_insertion,has_outout_any_indicators,is_nonspecific_outout_indicators
0,0,5454,0,0,0,5454,0,5454,0,0,0,2193,0,0,0,0,0,0,5454,0,0,8,0,0,821,0,0,1807,5454,0,0,5454,0,821,4829,0,5454,0,0,0,0,625,8,0,625,0,0,0,2193,0,0,0,625,0,0,0,0,0,0,4008,0,4829,0,0,0,821,1807,0,4829,0
