right_rc_nhej_ki,both_rc_inout_indicators,is_perfect_ki_has_rightinout_indicators,has_outout_any_indicators,rightonly_inout_indicators,UNTREATED,DELETION_EDITING,leftonly_inout_indicators,is_nonspecific_outout_indicators,rightonly_rc_inout_indicators,OTHERS,no_rightinout_indicators,no_rightinout_rc_indicators,left_rc_nhej_ki,INSERT_EDITING,donor_insertion,is_perfect_outout_ki,has_rightinout_indicators,right_imperfect_ki_complex,RIGHT_PRECISE_KNOCK_IN,SUBSTITUTION_EDITING,RIGHT_IMPRECISE_KNOCK_IN,no_inout_indicators,other_left_rc_mutations,LEFT_PRECISE_KNOCK_IN,other_right_mutations,RIGHT_NO_DETECTED,has_outout_no_indicators,unexpected_mutations,untreated,LEFT_IMPRECISE KNOCK_IN_COMPLEX,LEFT_IMPRECISE_KNOCK_IN,no_outout_indicators,left_imperfect_ki_complex,is_untreated,multiple_outout_indicators,both_inout_indicators,LEFT_OTHER_MUATIONS,has_outout_rc_indicators,other_right_rc_mutations,has_outout_indicators,overall_edited_substitution,overall_edited_deletion,right_perfect_ki,has_outout_reversible_indicators,no_leftinout_indicators,is_perfect_ki_has_leftinout_indicators,has_multi_leftinout_indicators,total,other_left_mutations,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,left_perfect_ki,is_treated,left_nearly_ki,PRECISE_KNOCK_IN,right_nearly_ki,is_nearly_leftinout_ki,left_nhej_ki,has_leftinout_indicators,leftonly_rc_inout_indicators,right_rc_imperfect_ki_complex,has_multi_rightinout_indicators,IMPRECISE_KNOCK_IN,RIGHT_OTHER_MUATIONS,left_rc_imperfect_ki_complex,right_nhej_ki,has_edited_fragment_seq_in_other,overall_edited_insertion,is_nearly_rightinout_ki,LEFT_NO_DETECTED,no_leftinout_rc_indicators
0,0,0,53457,0,11012,17454,0,0,0,1668,55125,55125,0,24963,0,0,0,0,0,28,0,53457,0,0,0,55125,1668,0,11012,0,0,1668,0,11012,0,0,0,53457,0,0,28,17454,0,0,55125,0,0,55125,0,0,0,42445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24963,0,55125,55125
