0,1,2,3,4,5,6,7
,,"Deletion
(32203 reads)","Insertion
(2711 reads)",,"Unmodified
(2092 reads)",,"UC(Other)
(1247 reads)"
0,0,32203,2711,0,2092,0,1247
0.0,0.0,84.1842469871644,7.087025854181371,0.0,5.4688521161738946,0.0,3.2598750424803287
