other_left_mutations,has_multi_rightinout_indicators,RIGHT_OTHER_MUATIONS,is_untreated,left_nhej_ki,both_inout_indicators,overall_edited_insertion,multiple_outout_indicators,donor_insertion,is_nearly_leftinout_ki,right_rc_imperfect_ki_complex,other_right_rc_mutations,PRECISE_KNOCK_IN,RIGHT_PRECISE_KNOCK_IN,UNTREATED,left_imperfect_ki_complex,no_leftinout_rc_indicators,DELETION_EDITING,right_perfect_ki,other_right_mutations,has_outout_no_indicators,has_outout_any_indicators,is_nonspecific_outout_indicators,OTHERS,has_leftinout_indicators,INSERT_EDITING,overall_edited_substitution,has_outout_rc_indicators,right_nearly_ki,rightonly_rc_inout_indicators,no_rightinout_indicators,right_nhej_ki,no_outout_indicators,left_rc_imperfect_ki_complex,LEFT_IMPRECISE KNOCK_IN_COMPLEX,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,is_perfect_ki_has_rightinout_indicators,untreated,has_outout_indicators,right_imperfect_ki_complex,LEFT_PRECISE_KNOCK_IN,LEFT_OTHER_MUATIONS,total,leftonly_inout_indicators,RIGHT_NO_DETECTED,has_multi_leftinout_indicators,IMPRECISE_KNOCK_IN,no_leftinout_indicators,overall_edited_deletion,other_left_rc_mutations,is_nearly_rightinout_ki,has_outout_reversible_indicators,RIGHT_IMPRECISE_KNOCK_IN,SUBSTITUTION_EDITING,has_rightinout_indicators,is_perfect_ki_has_leftinout_indicators,left_perfect_ki,unexpected_mutations,both_rc_inout_indicators,is_perfect_outout_ki,no_rightinout_rc_indicators,has_edited_fragment_seq_in_other,left_rc_nhej_ki,leftonly_rc_inout_indicators,LEFT_NO_DETECTED,rightonly_inout_indicators,is_treated,left_nearly_ki,no_inout_indicators,LEFT_IMPRECISE_KNOCK_IN,right_rc_nhej_ki
0,0,0,6499,0,0,4311,0,0,0,0,0,0,0,6499,0,25192,14073,0,0,309,24883,0,309,0,4311,0,24883,0,0,25192,0,309,0,0,0,0,6499,0,0,0,0,25192,0,25192,0,0,25192,14073,0,0,0,0,0,0,0,0,0,0,0,25192,0,0,0,25192,0,18384,0,24883,0,0
