overall_edited_insertion,both_rc_inout_indicators,has_edited_fragment_seq_in_other,left_rc_nhej_ki,untreated,has_outout_no_indicators,is_nonspecific_outout_indicators,RIGHT_IMPRECISE_KNOCK_IN,INSERT_EDITING,has_leftinout_indicators,other_left_mutations,LEFT_IMPRECISE KNOCK_IN_COMPLEX,LEFT_OTHER_MUATIONS,right_perfect_ki,total,is_nearly_leftinout_ki,right_imperfect_ki_complex,no_leftinout_indicators,both_inout_indicators,left_imperfect_ki_complex,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,other_right_mutations,is_untreated,RIGHT_PRECISE_KNOCK_IN,other_right_rc_mutations,DELETION_EDITING,OTHERS,is_treated,no_outout_indicators,overall_edited_deletion,SUBSTITUTION_EDITING,RIGHT_OTHER_MUATIONS,LEFT_IMPRECISE_KNOCK_IN,leftonly_rc_inout_indicators,has_outout_any_indicators,UNTREATED,right_rc_imperfect_ki_complex,PRECISE_KNOCK_IN,left_perfect_ki,left_nearly_ki,is_perfect_ki_has_leftinout_indicators,unexpected_mutations,has_outout_reversible_indicators,has_multi_rightinout_indicators,no_inout_indicators,has_outout_rc_indicators,is_perfect_ki_has_rightinout_indicators,right_nearly_ki,LEFT_NO_DETECTED,IMPRECISE_KNOCK_IN,rightonly_inout_indicators,no_rightinout_indicators,right_nhej_ki,overall_edited_substitution,no_rightinout_rc_indicators,LEFT_PRECISE_KNOCK_IN,is_nearly_rightinout_ki,RIGHT_NO_DETECTED,is_perfect_outout_ki,has_rightinout_indicators,donor_insertion,rightonly_rc_inout_indicators,no_leftinout_rc_indicators,other_left_rc_mutations,has_outout_indicators,leftonly_inout_indicators,right_rc_nhej_ki,left_nhej_ki,has_multi_leftinout_indicators,multiple_outout_indicators,left_rc_imperfect_ki_complex
73,0,0,0,468,87,0,0,73,0,0,0,0,0,1180,0,0,1180,0,0,0,0,468,0,0,552,87,625,87,552,0,0,0,0,1093,468,0,0,0,0,0,0,0,0,1093,1093,0,0,1180,0,0,1180,0,0,1180,0,0,1180,0,0,0,0,1180,0,0,0,0,0,0,0,0
