LEFT_IMPRECISE KNOCK_IN_COMPLEX,leftonly_rc_inout_indicators,SUBSTITUTION_EDITING,left_rc_imperfect_ki_complex,right_rc_nhej_ki,right_rc_imperfect_ki_complex,is_nearly_rightinout_ki,RIGHT_OTHER_MUATIONS,has_rightinout_indicators,is_perfect_outout_ki,right_nearly_ki,has_outout_no_indicators,has_edited_fragment_seq_in_other,multiple_outout_indicators,no_inout_indicators,LEFT_NO_DETECTED,other_left_mutations,IMPRECISE_KNOCK_IN,left_rc_nhej_ki,has_outout_any_indicators,rightonly_inout_indicators,UNTREATED,INSERT_EDITING,both_rc_inout_indicators,OTHERS,LEFT_OTHER_MUATIONS,left_nearly_ki,left_perfect_ki,no_leftinout_indicators,donor_insertion,has_multi_rightinout_indicators,left_nhej_ki,RIGHT_PRECISE_KNOCK_IN,right_nhej_ki,is_treated,is_perfect_ki_has_leftinout_indicators,unexpected_mutations,both_inout_indicators,overall_edited_deletion,RIGHT_NO_DETECTED,is_nonspecific_outout_indicators,has_leftinout_indicators,no_rightinout_rc_indicators,no_leftinout_rc_indicators,is_nearly_leftinout_ki,total,no_outout_indicators,has_outout_reversible_indicators,no_rightinout_indicators,right_imperfect_ki_complex,other_right_mutations,RIGHT_IMPRECISE_KNOCK_IN,left_imperfect_ki_complex,right_perfect_ki,other_left_rc_mutations,other_right_rc_mutations,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,is_perfect_ki_has_rightinout_indicators,DELETION_EDITING,rightonly_rc_inout_indicators,has_outout_indicators,overall_edited_substitution,is_untreated,has_multi_leftinout_indicators,PRECISE_KNOCK_IN,LEFT_IMPRECISE_KNOCK_IN,leftonly_inout_indicators,overall_edited_insertion,has_outout_rc_indicators,LEFT_PRECISE_KNOCK_IN,untreated
0,0,3,0,0,0,0,0,0,0,0,689,0,0,5896,6585,0,0,0,5896,0,1010,1242,0,689,0,0,0,6585,0,0,0,0,0,4886,0,0,0,3641,6585,0,0,6585,6585,0,6585,689,0,6585,0,0,0,0,0,0,0,0,0,3641,0,5896,3,1010,0,0,0,0,1242,0,0,1010
