RIGHT_OTHER_MUATIONS,PRECISE_KNOCK_IN,right_nhej_ki,RIGHT_NO_DETECTED,unexpected_mutations,left_nhej_ki,untreated,no_leftinout_rc_indicators,both_inout_indicators,is_perfect_ki_has_rightinout_indicators,overall_edited_substitution,has_outout_rc_indicators,is_untreated,INSERT_EDITING,left_imperfect_ki_complex,total,left_nearly_ki,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_edited_fragment_seq_in_other,multiple_outout_indicators,LEFT_PRECISE_KNOCK_IN,no_inout_indicators,right_rc_imperfect_ki_complex,LEFT_IMPRECISE_KNOCK_IN,DELETION_EDITING,is_perfect_outout_ki,LEFT_OTHER_MUATIONS,LEFT_IMPRECISE KNOCK_IN_COMPLEX,has_multi_rightinout_indicators,has_leftinout_indicators,other_left_mutations,leftonly_rc_inout_indicators,overall_edited_insertion,is_nearly_leftinout_ki,left_perfect_ki,both_rc_inout_indicators,no_rightinout_indicators,left_rc_imperfect_ki_complex,other_left_rc_mutations,is_treated,has_outout_no_indicators,no_rightinout_rc_indicators,other_right_rc_mutations,leftonly_inout_indicators,no_leftinout_indicators,has_outout_indicators,donor_insertion,other_right_mutations,RIGHT_IMPRECISE_KNOCK_IN,is_nearly_rightinout_ki,OTHERS,overall_edited_deletion,right_imperfect_ki_complex,left_rc_nhej_ki,IMPRECISE_KNOCK_IN,has_multi_leftinout_indicators,right_rc_nhej_ki,is_perfect_ki_has_leftinout_indicators,no_outout_indicators,right_nearly_ki,has_rightinout_indicators,is_nonspecific_outout_indicators,RIGHT_PRECISE_KNOCK_IN,has_outout_any_indicators,SUBSTITUTION_EDITING,LEFT_NO_DETECTED,rightonly_inout_indicators,has_outout_reversible_indicators,right_perfect_ki,rightonly_rc_inout_indicators,UNTREATED
0,0,0,7240,0,0,809,7240,0,0,1,0,809,2742,0,7240,0,0,0,0,0,6739,0,0,3187,0,0,0,0,0,0,0,2742,0,0,0,7240,0,0,5930,501,7240,0,0,7240,6739,0,0,0,0,501,3187,0,0,0,0,0,0,501,0,0,0,0,6739,1,7240,0,0,0,0,809
