other_right_rc_mutations,right_nhej_ki,donor_insertion,no_leftinout_indicators,OTHERS,has_leftinout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,unexpected_mutations,has_outout_any_indicators,right_rc_imperfect_ki_complex,UNTREATED,leftonly_inout_indicators,overall_edited_deletion,RIGHT_IMPRECISE_KNOCK_IN,has_rightinout_indicators,has_outout_rc_indicators,rightonly_rc_inout_indicators,other_left_rc_mutations,is_nonspecific_outout_indicators,is_treated,has_multi_rightinout_indicators,has_outout_indicators,other_right_mutations,multiple_outout_indicators,right_imperfect_ki_complex,is_perfect_ki_has_rightinout_indicators,no_rightinout_indicators,left_rc_nhej_ki,overall_edited_substitution,left_perfect_ki,PRECISE_KNOCK_IN,no_outout_indicators,right_perfect_ki,both_rc_inout_indicators,is_nearly_leftinout_ki,left_imperfect_ki_complex,RIGHT_NO_DETECTED,no_inout_indicators,both_inout_indicators,left_nearly_ki,no_leftinout_rc_indicators,LEFT_OTHER_MUATIONS,is_perfect_ki_has_leftinout_indicators,rightonly_inout_indicators,LEFT_PRECISE_KNOCK_IN,IMPRECISE_KNOCK_IN,is_nearly_rightinout_ki,is_untreated,right_nearly_ki,left_rc_imperfect_ki_complex,overall_edited_insertion,LEFT_NO_DETECTED,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_outout_reversible_indicators,total,RIGHT_PRECISE_KNOCK_IN,SUBSTITUTION_EDITING,is_perfect_outout_ki,LEFT_IMPRECISE_KNOCK_IN,no_rightinout_rc_indicators,right_rc_nhej_ki,leftonly_rc_inout_indicators,other_left_mutations,INSERT_EDITING,DELETION_EDITING,has_edited_fragment_seq_in_other,has_multi_leftinout_indicators,RIGHT_OTHER_MUATIONS,left_nhej_ki,untreated,has_outout_no_indicators
0,0,0,24202,998,0,0,0,23204,0,4569,0,9285,0,0,0,0,0,0,18635,0,23204,0,0,0,0,24202,0,0,0,0,998,0,0,0,0,24202,23204,0,0,24202,0,0,0,0,0,0,4569,0,0,9350,24202,0,0,24202,0,0,0,0,24202,0,0,0,9350,9285,0,0,0,0,4569,998
