0,1,2,3,4,5,6,7
,,"Deletion
(9285 reads)","Insertion
(9350 reads)",,"Unmodified
(4569 reads)",,"UC(Other)
(998 reads)"
0,0,9285,9350,0,4569,0,998
0.0,0.0,38.36459796711016,38.63317081232956,0.0,18.87860507396083,0.0,4.123626146599454
