0,1,2,3,4,5,6,7
,,"Deletion
(6150 reads)","Insertion
(1817 reads)",,"Unmodified
(2050 reads)",,"UC(Other)
(589 reads)"
0,0,6150,1817,0,2050,0,589
0.0,0.0,57.98604563454648,17.131812181783896,0.0,19.32868187818216,0.0,5.55346030548746
