total,other_right_mutations,has_outout_indicators,is_untreated,RIGHT_PRECISE_KNOCK_IN,multiple_outout_indicators,rightonly_inout_indicators,other_left_mutations,DELETION_EDITING,left_nhej_ki,both_rc_inout_indicators,INSERT_EDITING,has_outout_no_indicators,left_perfect_ki,IMPRECISE_KNOCK_IN,donor_insertion,LEFT_OTHER_MUATIONS,no_rightinout_rc_indicators,right_imperfect_ki_complex,overall_edited_deletion,RIGHT_IMPRECISE_KNOCK_IN,unexpected_mutations,left_imperfect_ki_complex,other_right_rc_mutations,overall_edited_insertion,LEFT_IMPRECISE KNOCK_IN_COMPLEX,has_edited_fragment_seq_in_other,leftonly_inout_indicators,RIGHT_OTHER_MUATIONS,UNTREATED,no_rightinout_indicators,other_left_rc_mutations,right_rc_nhej_ki,no_leftinout_rc_indicators,has_leftinout_indicators,is_treated,LEFT_PRECISE_KNOCK_IN,both_inout_indicators,LEFT_NO_DETECTED,has_outout_rc_indicators,no_leftinout_indicators,RIGHT_NO_DETECTED,OTHERS,right_nhej_ki,is_perfect_ki_has_rightinout_indicators,LEFT_IMPRECISE_KNOCK_IN,has_multi_leftinout_indicators,right_nearly_ki,no_outout_indicators,has_multi_rightinout_indicators,has_outout_any_indicators,SUBSTITUTION_EDITING,PRECISE_KNOCK_IN,is_perfect_ki_has_leftinout_indicators,right_perfect_ki,overall_edited_substitution,right_rc_imperfect_ki_complex,has_rightinout_indicators,left_rc_nhej_ki,no_inout_indicators,is_nearly_leftinout_ki,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_outout_reversible_indicators,is_perfect_outout_ki,is_nearly_rightinout_ki,left_nearly_ki,left_rc_imperfect_ki_complex,leftonly_rc_inout_indicators,untreated,rightonly_rc_inout_indicators,is_nonspecific_outout_indicators
7086,0,0,1313,0,0,0,0,3045,0,0,1078,1644,0,0,0,0,7086,0,3045,0,6,0,0,1078,0,0,0,0,1313,7086,0,0,7086,0,4129,0,0,7086,5442,7086,7086,1650,0,0,0,0,0,1644,0,5442,0,0,0,0,0,0,0,0,5442,0,0,0,0,0,0,0,0,1313,0,0
