has_leftinout_indicators,rightonly_inout_indicators,other_right_rc_mutations,donor_insertion,no_leftinout_rc_indicators,rightonly_rc_inout_indicators,both_inout_indicators,no_rightinout_indicators,has_multi_rightinout_indicators,right_rc_nhej_ki,right_perfect_ki,no_inout_indicators,is_nearly_rightinout_ki,overall_edited_substitution,is_nonspecific_outout_indicators,has_outout_no_indicators,SUBSTITUTION_EDITING,has_rightinout_indicators,LEFT_OTHER_MUATIONS,INSERT_EDITING,is_perfect_ki_has_rightinout_indicators,left_imperfect_ki_complex,both_rc_inout_indicators,untreated,right_rc_imperfect_ki_complex,has_multi_leftinout_indicators,is_perfect_outout_ki,other_right_mutations,left_perfect_ki,no_outout_indicators,has_outout_indicators,LEFT_NO_DETECTED,unexpected_mutations,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,UNTREATED,has_outout_any_indicators,has_edited_fragment_seq_in_other,RIGHT_OTHER_MUATIONS,leftonly_rc_inout_indicators,DELETION_EDITING,total,LEFT_PRECISE_KNOCK_IN,left_nearly_ki,right_nhej_ki,leftonly_inout_indicators,RIGHT_PRECISE_KNOCK_IN,other_left_rc_mutations,IMPRECISE_KNOCK_IN,LEFT_IMPRECISE_KNOCK_IN,RIGHT_IMPRECISE_KNOCK_IN,left_rc_nhej_ki,is_perfect_ki_has_leftinout_indicators,is_untreated,has_outout_reversible_indicators,left_nhej_ki,OTHERS,is_nearly_leftinout_ki,left_rc_imperfect_ki_complex,right_nearly_ki,PRECISE_KNOCK_IN,overall_edited_deletion,LEFT_IMPRECISE KNOCK_IN_COMPLEX,has_outout_rc_indicators,other_left_mutations,is_treated,right_imperfect_ki_complex,RIGHT_NO_DETECTED,overall_edited_insertion,no_leftinout_indicators,no_rightinout_rc_indicators,multiple_outout_indicators
0,0,0,0,4517,0,0,4517,0,0,0,4157,0,0,0,360,0,0,0,1417,0,0,0,553,0,0,0,0,0,360,4157,4517,0,0,553,4157,0,0,0,2187,4517,0,0,0,0,0,0,0,0,0,0,0,553,0,0,360,0,0,0,0,2187,0,0,0,3604,0,4517,1417,4517,4517,0
