no_leftinout_indicators,left_nhej_ki,other_left_rc_mutations,is_perfect_outout_ki,no_rightinout_rc_indicators,has_multi_leftinout_indicators,has_outout_any_indicators,other_right_mutations,rightonly_inout_indicators,left_perfect_ki,RIGHT_OTHER_MUATIONS,multiple_outout_indicators,left_imperfect_ki_complex,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,UNTREATED,LEFT_IMPRECISE_KNOCK_IN,other_left_mutations,OTHERS,is_nonspecific_outout_indicators,overall_edited_deletion,both_inout_indicators,right_rc_imperfect_ki_complex,left_rc_nhej_ki,other_right_rc_mutations,has_outout_rc_indicators,is_treated,leftonly_inout_indicators,right_nhej_ki,left_rc_imperfect_ki_complex,overall_edited_substitution,right_nearly_ki,has_leftinout_indicators,overall_edited_insertion,RIGHT_IMPRECISE_KNOCK_IN,has_multi_rightinout_indicators,untreated,LEFT_IMPRECISE KNOCK_IN_COMPLEX,donor_insertion,no_rightinout_indicators,no_leftinout_rc_indicators,has_rightinout_indicators,no_inout_indicators,LEFT_NO_DETECTED,is_nearly_leftinout_ki,right_imperfect_ki_complex,SUBSTITUTION_EDITING,is_perfect_ki_has_rightinout_indicators,has_outout_reversible_indicators,right_rc_nhej_ki,RIGHT_PRECISE_KNOCK_IN,PRECISE_KNOCK_IN,has_edited_fragment_seq_in_other,has_outout_indicators,leftonly_rc_inout_indicators,left_nearly_ki,RIGHT_NO_DETECTED,no_outout_indicators,IMPRECISE_KNOCK_IN,rightonly_rc_inout_indicators,DELETION_EDITING,both_rc_inout_indicators,right_perfect_ki,is_nearly_rightinout_ki,unexpected_mutations,LEFT_PRECISE_KNOCK_IN,LEFT_OTHER_MUATIONS,is_perfect_ki_has_leftinout_indicators,INSERT_EDITING,is_untreated,has_outout_no_indicators,total
1006,0,0,0,1006,0,930,0,0,0,0,0,0,0,857,0,0,76,0,41,0,0,0,0,0,73,0,0,0,6,0,0,26,0,0,857,0,0,1006,1006,0,930,1006,0,0,6,0,0,0,0,0,0,930,0,0,1006,76,0,0,41,0,0,0,0,0,0,0,26,857,76,1006
