no_leftinout_rc_indicators,UNTREATED,no_leftinout_indicators,rightonly_inout_indicators,PRECISE_KNOCK_IN,leftonly_rc_inout_indicators,is_perfect_ki_has_rightinout_indicators,untreated,right_rc_imperfect_ki_complex,RIGHT_NO_DETECTED,no_outout_indicators,RIGHT_IMPRECISE_KNOCK_IN,LEFT_OTHER_MUATIONS,left_rc_nhej_ki,donor_insertion,multiple_outout_indicators,has_outout_reversible_indicators,has_multi_leftinout_indicators,is_perfect_ki_has_leftinout_indicators,has_outout_no_indicators,right_imperfect_ki_complex,has_outout_any_indicators,LEFT_PRECISE_KNOCK_IN,left_nearly_ki,other_left_rc_mutations,SUBSTITUTION_EDITING,has_rightinout_indicators,LEFT_NO_DETECTED,has_outout_rc_indicators,no_rightinout_rc_indicators,right_nearly_ki,overall_edited_insertion,has_edited_fragment_seq_in_other,both_inout_indicators,INSERT_EDITING,is_nearly_leftinout_ki,is_nonspecific_outout_indicators,right_rc_nhej_ki,right_nhej_ki,left_perfect_ki,is_perfect_outout_ki,OTHERS,total,is_untreated,has_multi_rightinout_indicators,no_inout_indicators,RIGHT_OTHER_MUATIONS,is_treated,is_nearly_rightinout_ki,right_perfect_ki,leftonly_inout_indicators,no_rightinout_indicators,unexpected_mutations,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,left_rc_imperfect_ki_complex,both_rc_inout_indicators,overall_edited_substitution,IMPRECISE_KNOCK_IN,overall_edited_deletion,other_right_rc_mutations,DELETION_EDITING,RIGHT_PRECISE_KNOCK_IN,left_imperfect_ki_complex,LEFT_IMPRECISE_KNOCK_IN,has_outout_indicators,other_left_mutations,other_right_mutations,left_nhej_ki,LEFT_IMPRECISE KNOCK_IN_COMPLEX,has_leftinout_indicators,rightonly_rc_inout_indicators
24271,5994,24271,0,0,0,0,5994,0,24271,451,0,0,0,0,0,0,0,0,451,0,23820,0,0,0,53,0,24271,23820,24271,0,7469,0,0,7469,0,0,0,0,0,0,451,24271,5994,0,23820,0,17826,0,0,0,24271,0,0,0,0,53,0,10304,0,10304,0,0,0,0,0,0,0,0,0,0
