0,1,2,3,4,5,6,7
,,"Deletion
(4202 reads)","Insertion
(18637 reads)","Frequent Substitution
(2 reads)","Unmodified
(12107 reads)",,"UC(Other)
(989 reads)"
0,0,4202,18637,2,12107,0,989
0.0,0.0,11.692684419957148,51.860199794084096,0.005565294821493169,33.6895122019089,0.0,2.7520382892283717
