rightonly_inout_indicators,no_leftinout_rc_indicators,has_outout_any_indicators,UNTREATED,both_rc_inout_indicators,has_outout_no_indicators,total,RIGHT_NO_DETECTED,overall_edited_insertion,right_rc_nhej_ki,donor_insertion,right_nearly_ki,no_inout_indicators,left_rc_imperfect_ki_complex,DELETION_EDITING,is_nearly_rightinout_ki,right_imperfect_ki_complex,has_edited_fragment_seq_in_other,PRECISE_KNOCK_IN,OTHERS,overall_edited_substitution,left_nearly_ki,overall_edited_deletion,no_rightinout_rc_indicators,right_rc_imperfect_ki_complex,has_rightinout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,other_left_rc_mutations,SUBSTITUTION_EDITING,LEFT_IMPRECISE_KNOCK_IN,multiple_outout_indicators,is_nearly_leftinout_ki,is_perfect_ki_has_leftinout_indicators,leftonly_rc_inout_indicators,both_inout_indicators,IMPRECISE_KNOCK_IN,is_nonspecific_outout_indicators,RIGHT_PRECISE_KNOCK_IN,has_outout_rc_indicators,no_leftinout_indicators,rightonly_rc_inout_indicators,has_leftinout_indicators,is_treated,is_perfect_outout_ki,LEFT_OTHER_MUATIONS,no_rightinout_indicators,is_perfect_ki_has_rightinout_indicators,has_outout_indicators,right_nhej_ki,LEFT_NO_DETECTED,has_multi_leftinout_indicators,has_multi_rightinout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_outout_reversible_indicators,is_untreated,left_nhej_ki,left_rc_nhej_ki,left_imperfect_ki_complex,LEFT_PRECISE_KNOCK_IN,leftonly_inout_indicators,RIGHT_IMPRECISE_KNOCK_IN,INSERT_EDITING,untreated,no_outout_indicators,other_left_mutations,RIGHT_OTHER_MUATIONS,other_right_mutations,unexpected_mutations,right_perfect_ki,left_perfect_ki,other_right_rc_mutations
0,1989,1799,172,0,190,1989,1989,919,0,0,0,1799,0,708,0,0,0,0,190,0,0,708,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1799,1989,0,0,1627,0,0,1989,0,0,0,1989,0,0,0,0,172,0,0,0,0,0,0,919,172,190,0,0,0,0,0,0,0
