no_rightinout_indicators,no_rightinout_rc_indicators,has_edited_fragment_seq_in_other,no_leftinout_indicators,DELETION_EDITING,overall_edited_insertion,left_imperfect_ki_complex,left_rc_nhej_ki,RIGHT_OTHER_MUATIONS,UNTREATED,right_rc_nhej_ki,donor_insertion,right_imperfect_ki_complex,overall_edited_substitution,is_nearly_rightinout_ki,left_perfect_ki,no_outout_indicators,has_multi_leftinout_indicators,rightonly_rc_inout_indicators,right_rc_imperfect_ki_complex,both_rc_inout_indicators,right_perfect_ki,LEFT_IMPRECISE KNOCK_IN_COMPLEX,LEFT_OTHER_MUATIONS,leftonly_rc_inout_indicators,PRECISE_KNOCK_IN,has_leftinout_indicators,has_rightinout_indicators,rightonly_inout_indicators,left_rc_imperfect_ki_complex,has_outout_no_indicators,no_inout_indicators,left_nearly_ki,other_right_mutations,other_left_rc_mutations,no_leftinout_rc_indicators,RIGHT_IMPRECISE_KNOCK_IN,IMPRECISE_KNOCK_IN,right_nhej_ki,OTHERS,is_perfect_ki_has_rightinout_indicators,is_nonspecific_outout_indicators,total,both_inout_indicators,right_nearly_ki,SUBSTITUTION_EDITING,LEFT_PRECISE_KNOCK_IN,unexpected_mutations,RIGHT_NO_DETECTED,multiple_outout_indicators,has_outout_reversible_indicators,other_left_mutations,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_outout_any_indicators,is_treated,leftonly_inout_indicators,left_nhej_ki,untreated,is_perfect_outout_ki,other_right_rc_mutations,is_perfect_ki_has_leftinout_indicators,has_multi_rightinout_indicators,overall_edited_deletion,is_nearly_leftinout_ki,LEFT_IMPRECISE_KNOCK_IN,RIGHT_PRECISE_KNOCK_IN,LEFT_NO_DETECTED,is_untreated,has_outout_indicators,INSERT_EDITING,has_outout_rc_indicators
2459,2459,0,2459,1849,182,0,0,0,232,0,0,0,2,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,194,2265,0,0,0,2459,0,0,0,194,0,0,2459,0,0,2,0,0,2459,0,0,0,0,2265,2033,0,0,232,0,0,0,0,1849,0,0,0,2459,232,0,182,2265
