LEFT_OTHER_MUATIONS,no_outout_indicators,right_nhej_ki,leftonly_rc_inout_indicators,no_rightinout_indicators,both_inout_indicators,left_nhej_ki,is_treated,is_perfect_outout_ki,has_leftinout_indicators,both_rc_inout_indicators,other_left_mutations,right_nearly_ki,PRECISE_KNOCK_IN,multiple_outout_indicators,SUBSTITUTION_EDITING,untreated,has_outout_indicators,RIGHT_IMPRECISE_KNOCK_IN,has_rightinout_indicators,left_imperfect_ki_complex,LEFT_PRECISE_KNOCK_IN,has_outout_rc_indicators,is_perfect_ki_has_rightinout_indicators,right_imperfect_ki_complex,no_rightinout_rc_indicators,left_nearly_ki,other_right_mutations,has_outout_any_indicators,is_nearly_leftinout_ki,right_perfect_ki,is_nonspecific_outout_indicators,left_perfect_ki,left_rc_imperfect_ki_complex,other_right_rc_mutations,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,is_untreated,overall_edited_deletion,LEFT_NO_DETECTED,rightonly_inout_indicators,no_inout_indicators,no_leftinout_indicators,donor_insertion,INSERT_EDITING,right_rc_nhej_ki,unexpected_mutations,has_edited_fragment_seq_in_other,total,has_outout_no_indicators,overall_edited_insertion,IMPRECISE_KNOCK_IN,has_multi_leftinout_indicators,RIGHT_OTHER_MUATIONS,other_left_rc_mutations,DELETION_EDITING,OTHERS,left_rc_nhej_ki,no_leftinout_rc_indicators,leftonly_inout_indicators,RIGHT_PRECISE_KNOCK_IN,is_nearly_rightinout_ki,RIGHT_NO_DETECTED,right_rc_imperfect_ki_complex,is_perfect_ki_has_leftinout_indicators,has_multi_rightinout_indicators,has_outout_reversible_indicators,rightonly_rc_inout_indicators,overall_edited_substitution,UNTREATED,LEFT_IMPRECISE KNOCK_IN_COMPLEX,LEFT_IMPRECISE_KNOCK_IN
3,729,0,0,47406,0,0,28140,0,0,3,0,0,0,0,0,18537,46677,0,0,0,0,0,0,0,47403,0,0,46677,0,0,0,0,0,3,0,18537,7832,47403,0,46674,47406,3,20305,0,0,0,47406,729,20305,3,0,3,3,7832,729,0,47403,0,0,0,47403,0,0,0,0,0,0,18537,0,0
