no_leftinout_rc_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,right_rc_imperfect_ki_complex,is_perfect_outout_ki,RIGHT_OTHER_MUATIONS,has_multi_rightinout_indicators,left_rc_imperfect_ki_complex,has_leftinout_indicators,unexpected_mutations,no_leftinout_indicators,UNTREATED,has_multi_leftinout_indicators,PRECISE_KNOCK_IN,no_outout_indicators,no_rightinout_rc_indicators,is_nearly_leftinout_ki,overall_edited_deletion,LEFT_IMPRECISE_KNOCK_IN,RIGHT_NO_DETECTED,rightonly_inout_indicators,right_nearly_ki,is_untreated,donor_insertion,LEFT_OTHER_MUATIONS,other_right_mutations,no_rightinout_indicators,IMPRECISE_KNOCK_IN,multiple_outout_indicators,left_perfect_ki,leftonly_rc_inout_indicators,is_nearly_rightinout_ki,leftonly_inout_indicators,right_nhej_ki,right_rc_nhej_ki,is_nonspecific_outout_indicators,left_rc_nhej_ki,RIGHT_IMPRECISE_KNOCK_IN,both_rc_inout_indicators,has_outout_rc_indicators,has_outout_any_indicators,total,has_outout_indicators,RIGHT_PRECISE_KNOCK_IN,DELETION_EDITING,other_left_mutations,right_perfect_ki,is_treated,has_outout_no_indicators,is_perfect_ki_has_rightinout_indicators,other_right_rc_mutations,left_nearly_ki,left_nhej_ki,SUBSTITUTION_EDITING,is_perfect_ki_has_leftinout_indicators,no_inout_indicators,overall_edited_substitution,other_left_rc_mutations,has_outout_reversible_indicators,has_rightinout_indicators,rightonly_rc_inout_indicators,OTHERS,right_imperfect_ki_complex,left_imperfect_ki_complex,has_edited_fragment_seq_in_other,untreated,both_inout_indicators,overall_edited_insertion,LEFT_NO_DETECTED,LEFT_PRECISE_KNOCK_IN,INSERT_EDITING,RIGHT_IMPRECISE KNOCK_IN_COMPLEX
6277,0,0,0,0,0,0,0,0,6277,689,0,0,294,6277,0,3043,0,6277,0,0,689,0,0,0,6277,0,0,0,0,0,0,0,0,0,0,0,0,0,5983,6277,5983,0,3043,0,0,5294,294,0,0,0,0,1,0,5983,1,0,0,0,0,294,0,0,0,689,0,2250,6277,0,2250,0
