0,1,2,3,4,5,6,7
,,"Deletion
(3285 reads)","Insertion
(20847 reads)","Frequent Substitution
(3 reads)","Unmodified
(5536 reads)",,"UC(Other)
(282 reads)"
0,0,3285,20847,3,5536,0,282
0.0,0.0,10.967181918338731,69.59903849364004,0.010015691249624412,18.482288919306914,0.0,0.9414749774646948
