right_rc_imperfect_ki_complex,rightonly_inout_indicators,right_imperfect_ki_complex,is_perfect_ki_has_leftinout_indicators,RIGHT_IMPRECISE_KNOCK_IN,has_outout_indicators,has_multi_leftinout_indicators,other_left_mutations,both_rc_inout_indicators,leftonly_rc_inout_indicators,left_imperfect_ki_complex,both_inout_indicators,untreated,SUBSTITUTION_EDITING,right_perfect_ki,left_rc_nhej_ki,has_leftinout_indicators,no_leftinout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,overall_edited_substitution,PRECISE_KNOCK_IN,other_left_rc_mutations,unexpected_mutations,LEFT_NO_DETECTED,other_right_rc_mutations,right_nhej_ki,LEFT_PRECISE_KNOCK_IN,multiple_outout_indicators,donor_insertion,is_nearly_rightinout_ki,has_outout_no_indicators,left_nhej_ki,is_nearly_leftinout_ki,left_perfect_ki,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,INSERT_EDITING,rightonly_rc_inout_indicators,has_rightinout_indicators,is_perfect_outout_ki,is_nonspecific_outout_indicators,has_outout_rc_indicators,has_multi_rightinout_indicators,RIGHT_PRECISE_KNOCK_IN,is_treated,right_nearly_ki,overall_edited_deletion,RIGHT_OTHER_MUATIONS,total,LEFT_IMPRECISE_KNOCK_IN,other_right_mutations,no_inout_indicators,leftonly_inout_indicators,has_outout_any_indicators,is_untreated,no_leftinout_rc_indicators,no_rightinout_rc_indicators,right_rc_nhej_ki,IMPRECISE_KNOCK_IN,overall_edited_insertion,has_edited_fragment_seq_in_other,OTHERS,UNTREATED,left_nearly_ki,DELETION_EDITING,is_perfect_ki_has_rightinout_indicators,RIGHT_NO_DETECTED,no_rightinout_indicators,has_outout_reversible_indicators,no_outout_indicators,left_rc_imperfect_ki_complex,LEFT_OTHER_MUATIONS
0,0,0,0,0,604,0,0,0,0,0,0,218,1,0,0,0,662,0,1,0,0,0,662,0,0,0,0,0,0,58,0,0,0,0,96,0,0,0,0,0,0,0,386,0,289,0,662,0,0,604,0,604,218,662,662,0,0,96,0,58,218,0,289,0,662,662,0,58,0,0
