A2LD1,AR,ATP5G1,BRP44,C16orf93,C17orf96,C1orf204,CD34,FAM159B,HBXIP,MAP3K1,ODZ3,PCSK91,PPP1R12C-Exon2,PTPLB,RP4-697K147,TMEM57,TPH22,XRCC6,ZNF498
A2LD1,2.6467879160234,8.57880280869818,6.98899325897774,7.63186593351586,8.76618585395475,8.49860445454238,8.44198177511507,6.8878967976718,7.92785224288079,9.04572999021024,7.53855392128043,7.33302173726346,7.35312326144261,7.54851631833901,7.74276238025069,9.94302366031968,5.45814885568229,4.89753073804777,8.23609651694817,9.09492737109844
AR,7.12406101351334,3.42868441660532,5.01336925134856,7.68770773625595,8.9305596017963,9.16030181541614,8.8701249175547,6.17657100729542,6.27104592387703,9.24621775981178,5.48853928907833,5.99790713587038,3.25285145144113,7.96362541721686,8.34253289903991,7.48862155152174,4.97323143152457,4.44208528737162,3.46081608806838,2.61524282379974
ATP5G1,8.82358770272315,7.24400404134778,2.06387980571501,8.46287680607481,9.63192375906001,8.82944478005772,8.55297982925315,8.01083714825953,8.48479393621454,9.19217969471119,7.68596019509414,7.53499692621933,7.22623600404309,7.65364516507243,8.03676829377211,9.88687310163725,8.32501485208895,4.35882267517487,5.88598181138549,8.97950796511042
BRP44,5.12970560422552,5.60262666208788,5.30753750370104,6.07769612220399,8.18500060288108,5.90910038261814,6.24839452127634,7.29318896958992,7.30267305275488,6.63663628526531,6.97297686966772,7.20979770794616,5.30091718490732,7.21866735438634,7.27557904100046,8.87626254146717,6.51216385548573,4.21985991450409,6.44999336750722,8.02887168719105
C16orf93,8.75923825755369,5.01324955886293,4.69250088607352,6.13325301160074,8.37905291910439,9.15515869926783,9.2127276694587,7.31240031655489,8.32972401155513,9.01865095188429,8.00463837172448,7.64753903405573,5.09705328636655,8.29013171603336,6.72342894549437,8.50081650679391,8.52601261999247,5.54842491286397,4.96994348013938,6.03926639968888
C17orf96,7.5064108220763,8.49390550245648,6.01704584201068,7.77753873501571,9.11068625452052,3.33618323652728,5.02507072262869,5.48446916425937,6.39088363056295,5.8548681052094,5.96763596493248,5.67529153704407,7.04428958446833,6.46940572407398,7.87798761483626,10.0964588690144,7.47607644342441,4.56819468438407,8.02632226564746,9.62303579879512
C1orf204,7.85749675448404,8.48530271633611,7.13020491771443,8.38225324716754,9.94454873246125,6.377244944731,5.05062858646326,9.73623300757316,10.3709373450238,7.44260160182994,9.80655586826887,9.59881693154983,7.05483167756678,8.77539331302502,8.93935552485308,10.5990960476811,7.62227041950815,6.06019375338444,7.88206614164002,8.68483127744746
CD34,8.78561166700328,7.57157616074347,7.18330887372497,9.69786688782367,11.3764632994211,9.38669086234898,9.86663346725605,1.65810420075713,3.0184820320566,10.3713030831574,3.59199019007918,2.50371160240226,7.59101135722925,9.65252958535203,10.7480822757094,10.5719478695886,8.48268629143389,9.55561231979764,7.92953430767987,7.85728233795289
FAM159B,6.62510141614426,6.86830053016029,5.88817044869778,7.19018013442232,8.19059195021899,8.44321996861431,8.20150310988462,4.50450272674649,2.5733017730961,8.59783568366587,4.20301114919155,4.24790118943879,6.34709765431976,7.57272765277515,7.28570458011366,9.15160436773925,5.31739677898937,5.16294951797398,5.78041356805059,7.24923411209574
HBXIP,7.87820949597408,6.97949885036936,6.40261961962393,6.06840254948814,8.62635410666987,4.99679264348691,5.35174849790515,8.58746136427988,9.40128937444438,1.55367422172041,9.20277641918564,8.55595538327633,6.96489470751681,8.53154261318366,7.14168588791525,10.0798974162778,7.72687761059818,5.70983559945772,7.29951181954088,8.35623458341248
MAP3K1,7.54134245739378,6.10674907738796,4.06059757499607,6.41767257470859,8.66514835939522,9.23972353811062,9.10969831859827,3.70708802677821,3.36941612276044,9.09418356245035,1.31006324206438,3.48056217171431,4.415824250793,7.73856614815055,7.39039933018129,9.33643375232858,5.70700273640073,4.46849408499336,5.38857013556661,4.69087564601677
ODZ3,8.38423435646749,7.49519003200903,8.33053302215289,9.76313042248643,11.3090450423196,11.3971796659372,11.0170725568704,3.2934207078793,3.27841049868963,11.6897142187967,3.77602044920722,1.96295775306157,8.7869427450668,10.0884569842121,10.703285505423,10.6660207508524,8.55430068482039,9.50708763114748,8.55684679617852,8.81658608634953
PCSK91,9.06344086777289,5.58770475384534,5.85632333714964,8.77433280154557,10.5656336396116,10.2763416479481,10.3586565041413,6.9460159262253,7.49821278813395,10.7356240703438,6.99396339415206,7.28832278114568,2.08373556916586,9.2489019353218,9.36200569768612,8.54846430244025,8.66028922146193,6.11194378682139,4.62189835896362,4.34151239929149
PPP1R12C-Exon2,6.82847863429662,8.6501101591959,5.35267276168701,5.87636453280109,8.65023949408223,4.25126166500187,6.56209440365459,8.36003495647059,9.50572575163141,7.05897690039253,8.38203850976986,9.03553535409479,6.19142194032592,2.83075094900314,6.29126593200464,10.1311216499007,6.58642625812482,4.42752779767381,7.70349744426914,8.72040200122448
PTPLB,7.31268395863063,6.9500208248057,6.49854717437951,5.69750364857249,8.29072648860657,8.56501370398467,8.33343741104033,7.73326617173142,8.61590650410057,8.83215584216976,7.95795793354498,8.17225111683544,6.93886687922323,6.1425734202102,5.32093351596493,9.40253955436524,7.17236970806885,6.19394919085588,7.04750923958941,8.83663721669836
RP4-697K147,8.52156931662002,6.70684934561731,6.34851579139205,9.95368431379018,10.4898998573855,10.6617053685687,10.5327919827521,8.27220590901414,9.75702058492019,11.2480773463043,9.16779796275832,8.60709936901252,6.11276393063812,9.16661181601096,9.61905686064075,2.88319877291555,8.83129550984313,8.47468917498539,5.90544202518971,5.74297199246915
TMEM57,7.05498200985444,6.32578758887162,5.57139763988256,7.39006958445517,9.25110078843187,9.28643370796278,9.20947373255434,7.92661197372286,8.58875329206343,9.58422426082123,8.64825038959142,7.9054356757968,7.84640067579204,7.43025805133698,7.75278109548191,5.7156280118363,6.33519826677531,6.5236417866252,7.39152894170666,9.22799119943479
