no_outout_indicators,right_nhej_ki,overall_edited_deletion,LEFT_OTHER_MUATIONS,other_right_mutations,right_imperfect_ki_complex,LEFT_IMPRECISE_KNOCK_IN,donor_insertion,has_outout_no_indicators,left_perfect_ki,right_perfect_ki,is_perfect_outout_ki,both_rc_inout_indicators,DELETION_EDITING,is_treated,LEFT_PRECISE_KNOCK_IN,IMPRECISE_KNOCK_IN,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,INSERT_EDITING,no_rightinout_indicators,UNTREATED,has_outout_indicators,no_inout_indicators,overall_edited_insertion,has_rightinout_indicators,is_perfect_ki_has_rightinout_indicators,left_nearly_ki,SUBSTITUTION_EDITING,other_left_mutations,overall_edited_substitution,has_multi_rightinout_indicators,is_nonspecific_outout_indicators,total,other_left_rc_mutations,no_leftinout_indicators,no_leftinout_rc_indicators,unexpected_mutations,LEFT_IMPRECISE KNOCK_IN_COMPLEX,right_rc_imperfect_ki_complex,has_leftinout_indicators,leftonly_rc_inout_indicators,left_imperfect_ki_complex,both_inout_indicators,has_edited_fragment_seq_in_other,OTHERS,right_rc_nhej_ki,LEFT_NO_DETECTED,RIGHT_PRECISE_KNOCK_IN,leftonly_inout_indicators,has_outout_reversible_indicators,RIGHT_NO_DETECTED,multiple_outout_indicators,is_untreated,RIGHT_OTHER_MUATIONS,is_nearly_leftinout_ki,has_outout_rc_indicators,is_perfect_ki_has_leftinout_indicators,left_rc_imperfect_ki_complex,left_rc_nhej_ki,no_rightinout_rc_indicators,has_multi_leftinout_indicators,rightonly_inout_indicators,is_nearly_rightinout_ki,RIGHT_IMPRECISE_KNOCK_IN,PRECISE_KNOCK_IN,untreated,other_right_rc_mutations,rightonly_rc_inout_indicators,right_nearly_ki,has_outout_any_indicators,left_nhej_ki
226,0,1201,0,0,0,0,0,226,0,0,0,0,1201,1663,0,0,0,462,2146,257,1920,1920,462,0,0,0,0,0,0,0,0,2146,0,2146,2146,0,0,0,0,0,0,0,0,226,0,2146,0,0,0,2146,0,257,0,0,0,0,0,0,2146,0,0,0,0,0,257,0,0,0,1920,0
