0,1,2,3,4,5,6,7
,,"Deletion
(9948 reads)","Insertion
(2684 reads)",,"Unmodified
(2380 reads)",,"UC(Other)
(402 reads)"
0,0,9948,2684,0,2380,0,402
0.0,0.0,64.53873102374465,17.412741663422864,0.0,15.440508628519527,0.0,2.6080186843129622
