right_rc_nhej_ki,RIGHT_NO_DETECTED,overall_edited_deletion,right_imperfect_ki_complex,left_imperfect_ki_complex,OTHERS,has_edited_fragment_seq_in_other,no_inout_indicators,has_rightinout_indicators,PRECISE_KNOCK_IN,multiple_outout_indicators,is_nonspecific_outout_indicators,left_rc_nhej_ki,left_nhej_ki,overall_edited_substitution,is_nearly_rightinout_ki,donor_insertion,has_outout_reversible_indicators,is_perfect_ki_has_leftinout_indicators,no_outout_indicators,SUBSTITUTION_EDITING,is_untreated,other_left_mutations,has_outout_indicators,left_nearly_ki,right_rc_imperfect_ki_complex,unexpected_mutations,has_outout_rc_indicators,is_nearly_leftinout_ki,both_rc_inout_indicators,other_left_rc_mutations,LEFT_OTHER_MUATIONS,right_perfect_ki,left_rc_imperfect_ki_complex,LEFT_IMPRECISE KNOCK_IN_COMPLEX,left_perfect_ki,other_right_mutations,RIGHT_OTHER_MUATIONS,is_perfect_ki_has_rightinout_indicators,has_leftinout_indicators,is_perfect_outout_ki,no_leftinout_indicators,leftonly_rc_inout_indicators,is_treated,has_multi_rightinout_indicators,no_rightinout_rc_indicators,other_right_rc_mutations,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,RIGHT_PRECISE_KNOCK_IN,no_leftinout_rc_indicators,total,INSERT_EDITING,untreated,has_outout_no_indicators,has_multi_leftinout_indicators,right_nearly_ki,both_inout_indicators,UNTREATED,leftonly_inout_indicators,rightonly_inout_indicators,LEFT_NO_DETECTED,DELETION_EDITING,right_nhej_ki,LEFT_IMPRECISE_KNOCK_IN,IMPRECISE_KNOCK_IN,no_rightinout_indicators,RIGHT_IMPRECISE_KNOCK_IN,overall_edited_insertion,rightonly_rc_inout_indicators,LEFT_PRECISE_KNOCK_IN,has_outout_any_indicators
0,26520,1572,0,0,118,0,26402,0,0,0,0,0,0,0,0,0,0,0,118,0,24434,0,0,0,0,0,26402,0,0,0,0,0,0,0,0,0,0,0,0,0,26520,0,1968,0,26520,0,0,0,26520,26520,396,24434,118,0,0,0,24434,0,0,26520,1572,0,0,0,26520,0,396,0,0,26402
