0,1,2,3,4,5,6,7
,,"Deletion
(1572 reads)","Insertion
(396 reads)",,"Unmodified
(24434 reads)",,"UC(Other)
(118 reads)"
0,0,1572,396,0,24434,0,118
0.0,0.0,5.9276018099547505,1.493212669683258,0.0,92.1342383107089,0.0,0.444947209653092
