other_left_rc_mutations,has_outout_indicators,no_leftinout_rc_indicators,has_outout_no_indicators,has_outout_any_indicators,no_rightinout_indicators,left_perfect_ki,RIGHT_PRECISE_KNOCK_IN,left_rc_imperfect_ki_complex,no_leftinout_indicators,right_imperfect_ki_complex,RIGHT_NO_DETECTED,OTHERS,right_nhej_ki,IMPRECISE_KNOCK_IN,other_left_mutations,left_imperfect_ki_complex,left_nhej_ki,leftonly_inout_indicators,right_rc_imperfect_ki_complex,is_nearly_leftinout_ki,other_right_mutations,INSERT_EDITING,multiple_outout_indicators,has_multi_leftinout_indicators,rightonly_inout_indicators,UNTREATED,unexpected_mutations,has_leftinout_indicators,right_rc_nhej_ki,left_nearly_ki,LEFT_PRECISE_KNOCK_IN,has_multi_rightinout_indicators,right_nearly_ki,has_outout_rc_indicators,has_rightinout_indicators,is_nearly_rightinout_ki,other_right_rc_mutations,overall_edited_insertion,total,both_rc_inout_indicators,is_perfect_outout_ki,is_perfect_ki_has_leftinout_indicators,is_untreated,leftonly_rc_inout_indicators,left_rc_nhej_ki,donor_insertion,RIGHT_IMPRECISE_KNOCK_IN,PRECISE_KNOCK_IN,SUBSTITUTION_EDITING,RIGHT_OTHER_MUATIONS,has_edited_fragment_seq_in_other,is_nonspecific_outout_indicators,DELETION_EDITING,no_outout_indicators,is_treated,has_outout_reversible_indicators,rightonly_rc_inout_indicators,overall_edited_substitution,LEFT_NO_DETECTED,LEFT_IMPRECISE KNOCK_IN_COMPLEX,overall_edited_deletion,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,is_perfect_ki_has_rightinout_indicators,no_inout_indicators,untreated,right_perfect_ki,no_rightinout_rc_indicators,LEFT_OTHER_MUATIONS,both_inout_indicators,LEFT_IMPRECISE_KNOCK_IN
0,13362,14251,889,13362,14251,0,0,0,14251,0,14251,889,0,0,0,0,0,0,0,0,0,4604,0,0,0,2309,0,0,0,0,0,0,0,0,0,0,0,4604,14251,0,0,0,2309,0,0,0,0,0,0,0,0,0,6449,889,11053,0,0,0,14251,0,6449,0,0,13362,2309,0,14251,0,0,0
