has_outout_any_indicators,is_nonspecific_outout_indicators,donor_insertion,left_rc_nhej_ki,no_leftinout_rc_indicators,RIGHT_IMPRECISE_KNOCK_IN,is_treated,other_right_rc_mutations,has_outout_no_indicators,RIGHT_PRECISE_KNOCK_IN,no_rightinout_indicators,both_rc_inout_indicators,right_nearly_ki,left_perfect_ki,is_nearly_rightinout_ki,UNTREATED,has_outout_indicators,LEFT_NO_DETECTED,has_multi_leftinout_indicators,left_nearly_ki,left_rc_imperfect_ki_complex,right_rc_nhej_ki,has_edited_fragment_seq_in_other,is_perfect_ki_has_rightinout_indicators,SUBSTITUTION_EDITING,is_nearly_leftinout_ki,RIGHT_OTHER_MUATIONS,other_right_mutations,LEFT_OTHER_MUATIONS,DELETION_EDITING,is_untreated,no_leftinout_indicators,is_perfect_ki_has_leftinout_indicators,untreated,overall_edited_insertion,leftonly_rc_inout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,overall_edited_deletion,rightonly_inout_indicators,total,OTHERS,left_nhej_ki,no_rightinout_rc_indicators,no_outout_indicators,unexpected_mutations,other_left_rc_mutations,PRECISE_KNOCK_IN,has_leftinout_indicators,LEFT_IMPRECISE_KNOCK_IN,left_imperfect_ki_complex,is_perfect_outout_ki,other_left_mutations,both_inout_indicators,RIGHT_NO_DETECTED,LEFT_PRECISE_KNOCK_IN,has_outout_reversible_indicators,overall_edited_substitution,right_nhej_ki,leftonly_inout_indicators,rightonly_rc_inout_indicators,has_rightinout_indicators,has_outout_rc_indicators,no_inout_indicators,right_imperfect_ki_complex,has_multi_rightinout_indicators,right_perfect_ki,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,right_rc_imperfect_ki_complex,IMPRECISE_KNOCK_IN,INSERT_EDITING,multiple_outout_indicators
2738,0,0,0,2923,0,2064,0,185,0,2923,0,0,0,0,674,0,2923,0,0,0,0,0,0,0,0,0,0,0,1393,674,2923,0,674,671,0,0,1393,0,2923,185,0,2923,185,0,0,0,0,0,0,0,0,0,2923,0,0,0,0,0,0,0,2738,2738,0,0,0,0,0,0,671,0
