RIGHT_NO_DETECTED,has_leftinout_indicators,no_inout_indicators,unexpected_mutations,leftonly_rc_inout_indicators,donor_insertion,has_outout_indicators,right_nhej_ki,is_nearly_leftinout_ki,IMPRECISE_KNOCK_IN,has_multi_rightinout_indicators,right_imperfect_ki_complex,RIGHT_PRECISE_KNOCK_IN,untreated,LEFT_IMPRECISE KNOCK_IN_COMPLEX,leftonly_inout_indicators,has_outout_any_indicators,is_perfect_outout_ki,is_perfect_ki_has_leftinout_indicators,left_rc_imperfect_ki_complex,other_left_rc_mutations,left_perfect_ki,rightonly_inout_indicators,left_imperfect_ki_complex,other_left_mutations,is_treated,right_nearly_ki,other_right_rc_mutations,overall_edited_deletion,RIGHT_IMPRECISE_KNOCK_IN,is_nonspecific_outout_indicators,SUBSTITUTION_EDITING,DELETION_EDITING,is_untreated,LEFT_IMPRECISE_KNOCK_IN,PRECISE_KNOCK_IN,has_outout_no_indicators,both_inout_indicators,is_nearly_rightinout_ki,LEFT_OTHER_MUATIONS,LEFT_PRECISE_KNOCK_IN,no_rightinout_indicators,has_multi_leftinout_indicators,right_perfect_ki,other_right_mutations,left_rc_nhej_ki,is_perfect_ki_has_rightinout_indicators,no_rightinout_rc_indicators,RIGHT_OTHER_MUATIONS,rightonly_rc_inout_indicators,overall_edited_substitution,LEFT_NO_DETECTED,multiple_outout_indicators,no_leftinout_indicators,no_outout_indicators,has_rightinout_indicators,overall_edited_insertion,has_outout_reversible_indicators,left_nhej_ki,right_rc_imperfect_ki_complex,has_outout_rc_indicators,total,no_leftinout_rc_indicators,left_nearly_ki,UNTREATED,OTHERS,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_edited_fragment_seq_in_other,right_rc_nhej_ki,INSERT_EDITING,both_rc_inout_indicators
3827,0,3370,1,0,0,3373,0,0,0,0,0,0,397,0,0,3373,1,0,0,0,0,0,0,0,2976,0,0,1457,0,3,0,1457,397,0,0,454,0,0,0,0,3827,0,0,0,0,0,3827,0,0,0,3827,3,3827,454,0,1515,0,0,0,0,3827,3827,0,397,458,0,0,0,1515,0
