has_leftinout_indicators,IMPRECISE_KNOCK_IN,right_rc_nhej_ki,DELETION_EDITING,no_outout_indicators,is_nearly_leftinout_ki,is_nonspecific_outout_indicators,no_leftinout_indicators,total,is_perfect_ki_has_rightinout_indicators,both_inout_indicators,left_nearly_ki,no_rightinout_rc_indicators,SUBSTITUTION_EDITING,other_right_rc_mutations,is_perfect_ki_has_leftinout_indicators,has_rightinout_indicators,has_outout_no_indicators,has_outout_indicators,donor_insertion,left_perfect_ki,right_rc_imperfect_ki_complex,rightonly_rc_inout_indicators,LEFT_NO_DETECTED,is_untreated,left_rc_imperfect_ki_complex,left_nhej_ki,right_imperfect_ki_complex,INSERT_EDITING,leftonly_rc_inout_indicators,OTHERS,left_imperfect_ki_complex,right_nearly_ki,right_nhej_ki,right_perfect_ki,is_nearly_rightinout_ki,has_outout_reversible_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,RIGHT_OTHER_MUATIONS,leftonly_inout_indicators,overall_edited_deletion,left_rc_nhej_ki,no_leftinout_rc_indicators,is_treated,unexpected_mutations,RIGHT_PRECISE_KNOCK_IN,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,PRECISE_KNOCK_IN,UNTREATED,other_right_mutations,LEFT_PRECISE_KNOCK_IN,no_inout_indicators,no_rightinout_indicators,has_edited_fragment_seq_in_other,has_outout_rc_indicators,rightonly_inout_indicators,overall_edited_substitution,has_multi_rightinout_indicators,RIGHT_IMPRECISE_KNOCK_IN,other_left_rc_mutations,both_rc_inout_indicators,LEFT_IMPRECISE_KNOCK_IN,is_perfect_outout_ki,multiple_outout_indicators,has_outout_any_indicators,overall_edited_insertion,other_left_mutations,LEFT_OTHER_MUATIONS,untreated,RIGHT_NO_DETECTED,has_multi_leftinout_indicators
0,0,0,6246,639,0,0,10995,10995,0,0,0,10995,19,0,0,0,639,10356,0,0,0,0,10995,3244,0,0,0,847,0,639,0,0,0,0,0,0,0,0,0,6246,0,10995,7112,0,0,0,0,3244,0,0,10356,10995,0,0,0,19,0,0,0,0,0,0,0,10356,847,0,0,3244,10995,0
